Chr,Start,End,Strand,ID
Pf3D7_05_v3,435182,436200,+,Pf3D7lncRNA_0398
Pf3D7_05_v3,442720,443660,-,Pf3D7lncRNA_0399
Pf3D7_05_v3,463608,465368,-,Pf3D7lncRNA_0400
Pf3D7_05_v3,465782,467991,+,Pf3D7lncRNA_0401
Pf3D7_05_v3,468808,470206,-,Pf3D7lncRNA_0402
Pf3D7_05_v3,479125,480201,+,Pf3D7lncRNA_0403
Pf3D7_05_v3,480569,481117,-,Pf3D7lncRNA_0404
Pf3D7_05_v3,484962,485648,-,Pf3D7lncRNA_0405
Pf3D7_05_v3,515724,516334,-,Pf3D7lncRNA_0406
Pf3D7_05_v3,529849,530455,+,Pf3D7lncRNA_0407
Pf3D7_05_v3,532646,533345,+,Pf3D7lncRNA_0408
Pf3D7_05_v3,570784,571784,+,Pf3D7lncRNA_0409
Pf3D7_05_v3,606217,606627,+,Pf3D7lncRNA_0410
Pf3D7_05_v3,606919,608456,+,Pf3D7lncRNA_0411
Pf3D7_05_v3,623832,626208,+,Pf3D7lncRNA_0412
Pf3D7_05_v3,627424,628085,-,Pf3D7lncRNA_0413
Pf3D7_05_v3,634056,635872,-,Pf3D7lncRNA_0414
Pf3D7_05_v3,640772,644303,+,Pf3D7lncRNA_0415
Pf3D7_05_v3,649457,650518,-,Pf3D7lncRNA_0416
Pf3D7_05_v3,656606,658155,+,Pf3D7lncRNA_0417
Pf3D7_05_v3,666089,666704,-,Pf3D7lncRNA_0418
Pf3D7_05_v3,672904,675300,-,Pf3D7lncRNA_0419
Pf3D7_05_v3,683499,684439,-,Pf3D7lncRNA_0420
Pf3D7_05_v3,711602,712024,+,Pf3D7lncRNA_0421
Pf3D7_05_v3,714543,716599,+,Pf3D7lncRNA_0422
Pf3D7_05_v3,717815,719000,+,Pf3D7lncRNA_0423
Pf3D7_05_v3,720491,721284,+,Pf3D7lncRNA_0424
Pf3D7_05_v3,726445,727550,+,Pf3D7lncRNA_0425
Pf3D7_05_v3,727668,729450,+,Pf3D7lncRNA_0426
Pf3D7_05_v3,729855,730305,-,Pf3D7lncRNA_0427
Pf3D7_05_v3,741870,742237,-,Pf3D7lncRNA_0428
Pf3D7_05_v3,759508,762257,+,Pf3D7lncRNA_0429
Pf3D7_05_v3,784795,786532,+,Pf3D7lncRNA_0430
Pf3D7_05_v3,793704,794659,+,Pf3D7lncRNA_0431
Pf3D7_05_v3,799204,800958,+,Pf3D7lncRNA_0432
Pf3D7_05_v3,800443,800863,-,Pf3D7lncRNA_0433
Pf3D7_05_v3,810259,811730,+,Pf3D7lncRNA_0434
Pf3D7_05_v3,815033,815844,-,Pf3D7lncRNA_0435
Pf3D7_05_v3,824368,826753,+,Pf3D7lncRNA_0436
Pf3D7_05_v3,841072,844895,+,Pf3D7lncRNA_0437
Pf3D7_05_v3,861418,862391,+,Pf3D7lncRNA_0438
Pf3D7_05_v3,875111,875451,+,Pf3D7lncRNA_0439
Pf3D7_05_v3,903842,905137,+,Pf3D7lncRNA_0440
Pf3D7_05_v3,905410,906362,-,Pf3D7lncRNA_0441
Pf3D7_05_v3,937833,938785,-,Pf3D7lncRNA_0442
Pf3D7_05_v3,945053,946017,+,Pf3D7lncRNA_0443
Pf3D7_05_v3,946781,947627,+,Pf3D7lncRNA_0444
Pf3D7_05_v3,954059,955055,+,Pf3D7lncRNA_0445
Pf3D7_05_v3,954097,956141,-,Pf3D7lncRNA_0446
Pf3D7_05_v3,990237,991314,-,Pf3D7lncRNA_0447
Pf3D7_05_v3,1001563,1002204,-,Pf3D7lncRNA_0448
Pf3D7_05_v3,1002380,1002732,-,Pf3D7lncRNA_0449
Pf3D7_05_v3,1003292,1003660,-,Pf3D7lncRNA_0450
Pf3D7_05_v3,1012896,1013247,+,Pf3D7lncRNA_0451
Pf3D7_05_v3,1030691,1031863,-,Pf3D7lncRNA_0452
Pf3D7_05_v3,1032342,1032657,+,Pf3D7lncRNA_0453
Pf3D7_05_v3,1038252,1038877,-,Pf3D7lncRNA_0454
Pf3D7_05_v3,1039962,1040865,-,Pf3D7lncRNA_0455
Pf3D7_05_v3,1055436,1057094,-,Pf3D7lncRNA_0456
Pf3D7_05_v3,1068459,1070262,-,Pf3D7lncRNA_0457
Pf3D7_05_v3,1084753,1087505,+,Pf3D7lncRNA_0458
Pf3D7_05_v3,1089066,1089952,-,Pf3D7lncRNA_0459
Pf3D7_05_v3,1098349,1099739,-,Pf3D7lncRNA_0460
Pf3D7_05_v3,1115935,1116454,-,Pf3D7lncRNA_0461
Pf3D7_05_v3,1132095,1132510,+,Pf3D7lncRNA_0462
Pf3D7_05_v3,1135278,1137567,+,Pf3D7lncRNA_0463
Pf3D7_05_v3,1141401,1142462,-,Pf3D7lncRNA_0464
Pf3D7_05_v3,1150040,1150591,-,Pf3D7lncRNA_0465
Pf3D7_05_v3,1150539,1151254,+,Pf3D7lncRNA_0466
Pf3D7_05_v3,1151611,1153192,-,Pf3D7lncRNA_0467
Pf3D7_05_v3,1157055,1158376,+,Pf3D7lncRNA_0468
Pf3D7_05_v3,1162728,1163252,+,Pf3D7lncRNA_0469
Pf3D7_05_v3,1166276,1166701,+,Pf3D7lncRNA_0470
Pf3D7_05_v3,1172429,1174244,-,Pf3D7lncRNA_0471
Pf3D7_05_v3,1178275,1179274,+,Pf3D7lncRNA_0472
Pf3D7_05_v3,1179424,1180117,+,Pf3D7lncRNA_0473
Pf3D7_05_v3,1190458,1191570,+,Pf3D7lncRNA_0474
Pf3D7_05_v3,1192948,1195552,-,Pf3D7lncRNA_0475
Pf3D7_05_v3,1196408,1198038,-,Pf3D7lncRNA_0476
Pf3D7_05_v3,1206662,1206916,-,Pf3D7lncRNA_0477
Pf3D7_05_v3,1221450,1221899,+,Pf3D7lncRNA_0478
Pf3D7_05_v3,1222582,1223225,+,Pf3D7lncRNA_0479
Pf3D7_05_v3,1223502,1223755,+,Pf3D7lncRNA_0480
Pf3D7_05_v3,1223955,1224398,+,Pf3D7lncRNA_0481
Pf3D7_05_v3,1240813,1241553,+,Pf3D7lncRNA_0482
Pf3D7_05_v3,1297559,1300042,-,Pf3D7lncRNA_0483
Pf3D7_05_v3,1303157,1304762,+,Pf3D7lncRNA_0484
Pf3D7_05_v3,1305036,1305274,+,Pf3D7lncRNA_0485
Pf3D7_05_v3,1305446,1306721,-,Pf3D7lncRNA_0486
Pf3D7_05_v3,1315687,1315973,+,Pf3D7lncRNA_0487
Pf3D7_05_v3,1320086,1322295,+,Pf3D7lncRNA_0488
Pf3D7_06_v3,11208,11468,-,Pf3D7lncRNA_0489
Pf3D7_06_v3,11979,13650,-,Pf3D7lncRNA_0490
Pf3D7_06_v3,13884,14552,+,Pf3D7lncRNA_0491
Pf3D7_06_v3,14687,16772,+,Pf3D7lncRNA_0492
Pf3D7_06_v3,26473,28292,-,Pf3D7lncRNA_0493
Pf3D7_06_v3,28853,29880,+,Pf3D7lncRNA_0494
Pf3D7_06_v3,29127,29860,-,Pf3D7lncRNA_0495
Pf3D7_06_v3,31323,31897,+,Pf3D7lncRNA_0496
Pf3D7_06_v3,53623,55591,-,Pf3D7lncRNA_0497
Pf3D7_06_v3,62853,63451,+,Pf3D7lncRNA_0498
Pf3D7_06_v3,62881,64965,-,Pf3D7lncRNA_0499
Pf3D7_06_v3,65975,66557,+,Pf3D7lncRNA_0500
Pf3D7_06_v3,73648,74941,-,Pf3D7lncRNA_0501
Pf3D7_06_v3,74774,76059,+,Pf3D7lncRNA_0502
Pf3D7_06_v3,89624,90426,+,Pf3D7lncRNA_0503
Pf3D7_06_v3,90793,91562,-,Pf3D7lncRNA_0504
Pf3D7_06_v3,96790,97309,-,Pf3D7lncRNA_0505
Pf3D7_06_v3,112876,113356,+,Pf3D7lncRNA_0506
Pf3D7_06_v3,121445,121873,-,Pf3D7lncRNA_0507
Pf3D7_06_v3,137244,138243,+,Pf3D7lncRNA_0508
Pf3D7_06_v3,139133,140239,-,Pf3D7lncRNA_0509
Pf3D7_06_v3,149730,150572,-,Pf3D7lncRNA_0510
Pf3D7_06_v3,161233,161856,+,Pf3D7lncRNA_0511
Pf3D7_06_v3,170920,172298,+,Pf3D7lncRNA_0512
Pf3D7_06_v3,178151,180537,+,Pf3D7lncRNA_0513
Pf3D7_06_v3,185535,186786,-,Pf3D7lncRNA_0514
Pf3D7_06_v3,213660,215182,-,Pf3D7lncRNA_0515
Pf3D7_06_v3,228003,228712,+,Pf3D7lncRNA_0516
Pf3D7_06_v3,237474,237731,+,Pf3D7lncRNA_0517
Pf3D7_06_v3,245218,246190,+,Pf3D7lncRNA_0518
Pf3D7_06_v3,246983,247228,-,Pf3D7lncRNA_0519
Pf3D7_06_v3,247353,249570,-,Pf3D7lncRNA_0520
Pf3D7_06_v3,269674,270398,+,Pf3D7lncRNA_0521
Pf3D7_06_v3,280271,281281,-,Pf3D7lncRNA_0522
Pf3D7_06_v3,289507,289708,+,Pf3D7lncRNA_0523
Pf3D7_06_v3,299981,300877,-,Pf3D7lncRNA_0524
Pf3D7_06_v3,351098,353746,+,Pf3D7lncRNA_0525
Pf3D7_06_v3,354380,354704,-,Pf3D7lncRNA_0526
Pf3D7_06_v3,357320,357634,-,Pf3D7lncRNA_0527
Pf3D7_06_v3,359379,360995,-,Pf3D7lncRNA_0528
Pf3D7_06_v3,361405,362448,-,Pf3D7lncRNA_0529
Pf3D7_06_v3,367235,367499,-,Pf3D7lncRNA_0530
Pf3D7_06_v3,367679,368678,-,Pf3D7lncRNA_0531
Pf3D7_06_v3,392682,395742,-,Pf3D7lncRNA_0532
Pf3D7_06_v3,411851,412144,-,Pf3D7lncRNA_0533
Pf3D7_06_v3,420391,422938,+,Pf3D7lncRNA_0534
Pf3D7_06_v3,431242,432253,-,Pf3D7lncRNA_0535
Pf3D7_06_v3,441049,441273,-,Pf3D7lncRNA_0536
Pf3D7_06_v3,441480,444152,-,Pf3D7lncRNA_0537
Pf3D7_06_v3,445998,446204,+,Pf3D7lncRNA_0538
Pf3D7_06_v3,447137,448474,-,Pf3D7lncRNA_0539
Pf3D7_06_v3,450935,451914,-,Pf3D7lncRNA_0540
Pf3D7_06_v3,461554,462082,+,Pf3D7lncRNA_0541
Pf3D7_06_v3,468712,469599,- ,Pf3D7lncRNA_0542
Pf3D7_06_v3,474782,475793,+,Pf3D7lncRNA_0543
Pf3D7_06_v3,476047,477271,+,Pf3D7lncRNA_0544
Pf3D7_06_v3,490055,492183,+,Pf3D7lncRNA_0545
Pf3D7_06_v3,508890,509841,+,Pf3D7lncRNA_0546
Pf3D7_06_v3,525741,527675,+,Pf3D7lncRNA_0547
Pf3D7_06_v3,527799,528931,+,Pf3D7lncRNA_0548
Pf3D7_06_v3,535991,537201,-,Pf3D7lncRNA_0549
Pf3D7_06_v3,535998,536740,+,Pf3D7lncRNA_0550
Pf3D7_06_v3,546148,546400,-,Pf3D7lncRNA_0551
Pf3D7_06_v3,553619,553972,-,Pf3D7lncRNA_0552
Pf3D7_06_v3,562159,563463,-,Pf3D7lncRNA_0553
Pf3D7_06_v3,562206,562855,+,Pf3D7lncRNA_0554
Pf3D7_06_v3,565282,565677,+,Pf3D7lncRNA_0555
Pf3D7_06_v3,589380,589860,+,Pf3D7lncRNA_0556
Pf3D7_06_v3,592841,593878,+,Pf3D7lncRNA_0557
Pf3D7_06_v3,608145,608574,+,Pf3D7lncRNA_0558
Pf3D7_06_v3,610620,612240,+,Pf3D7lncRNA_0559
Pf3D7_06_v3,630685,631448,+,Pf3D7lncRNA_0560
Pf3D7_06_v3,646886,647256,+,Pf3D7lncRNA_0561
Pf3D7_06_v3,661003,663323,+,Pf3D7lncRNA_0562
Pf3D7_06_v3,670718,671342,-,Pf3D7lncRNA_0563
Pf3D7_06_v3,672852,673518,-,Pf3D7lncRNA_0564
Pf3D7_06_v3,691501,691804,+,Pf3D7lncRNA_0565
Pf3D7_06_v3,696556,698644,-,Pf3D7lncRNA_0566
Pf3D7_06_v3,706134,707283,+,Pf3D7lncRNA_0567
Pf3D7_06_v3,707520,707767,-,Pf3D7lncRNA_0568
Pf3D7_06_v3,713295,714356,-,Pf3D7lncRNA_0569
Pf3D7_06_v3,714641,715417,-,Pf3D7lncRNA_0570
Pf3D7_06_v3,719077,719439,-,Pf3D7lncRNA_0571
Pf3D7_06_v3,721900,722794,+,Pf3D7lncRNA_0572
Pf3D7_06_v3,722405,724515,-,Pf3D7lncRNA_0573
Pf3D7_06_v3,724520,725295,+,Pf3D7lncRNA_0574
Pf3D7_06_v3,727635,728315,+,Pf3D7lncRNA_0575
Pf3D7_06_v3,734915,737004,-,Pf3D7lncRNA_0576
Pf3D7_06_v3,745271,745990,+,Pf3D7lncRNA_0577
Pf3D7_06_v3,747098,747691,+,Pf3D7lncRNA_0578
Pf3D7_06_v3,749459,751747,+,Pf3D7lncRNA_0579
Pf3D7_06_v3,752128,753589,-,Pf3D7lncRNA_0580
Pf3D7_06_v3,759893,760232,-,Pf3D7lncRNA_0581
Pf3D7_06_v3,766647,766927,+,Pf3D7lncRNA_0582
Pf3D7_06_v3,766780,767682,-,Pf3D7lncRNA_0583
Pf3D7_06_v3,785862,787722,-,Pf3D7lncRNA_0584
Pf3D7_06_v3,798397,798645,-,Pf3D7lncRNA_0585
Pf3D7_06_v3,804623,805384,+,Pf3D7lncRNA_0586
Pf3D7_06_v3,831356,831935,+,Pf3D7lncRNA_0587
Pf3D7_06_v3,853707,854832,+,Pf3D7lncRNA_0588
Pf3D7_06_v3,882325,883216,-,Pf3D7lncRNA_0589
Pf3D7_06_v3,883782,884533,-,Pf3D7lncRNA_0590
Pf3D7_06_v3,900278,900644,+,Pf3D7lncRNA_0591
Pf3D7_06_v3,906676,907060,+,Pf3D7lncRNA_0592
Pf3D7_06_v3,934737,935566,+,Pf3D7lncRNA_0593
Pf3D7_06_v3,940332,940828,+,Pf3D7lncRNA_0594
Pf3D7_06_v3,948173,948491,+,Pf3D7lncRNA_0595
Pf3D7_06_v3,949671,950281,+,Pf3D7lncRNA_0596
Pf3D7_06_v3,953187,953599,+,Pf3D7lncRNA_0597
Pf3D7_06_v3,963086,964435,+,Pf3D7lncRNA_0598
Pf3D7_06_v3,973296,976529,+,Pf3D7lncRNA_0599
Pf3D7_06_v3,978241,979724,-,Pf3D7lncRNA_0600
Pf3D7_06_v3,992887,996330,-,Pf3D7lncRNA_0601
Pf3D7_06_v3,996631,998163,-,Pf3D7lncRNA_0602
Pf3D7_06_v3,1010061,1011506,+,Pf3D7lncRNA_0603
Pf3D7_06_v3,1022788,1024966,-,Pf3D7lncRNA_0604
Pf3D7_06_v3,1027176,1027462,+,Pf3D7lncRNA_0605
Pf3D7_06_v3,1031736,1032143,+,Pf3D7lncRNA_0606
Pf3D7_06_v3,1036628,1037045,-,Pf3D7lncRNA_0607
Pf3D7_06_v3,1060385,1061590,+,Pf3D7lncRNA_0608
Pf3D7_06_v3,1075391,1077077,-,Pf3D7lncRNA_0609
Pf3D7_06_v3,1081644,1082098,-,Pf3D7lncRNA_0610
Pf3D7_06_v3,1095018,1095779,+,Pf3D7lncRNA_0611
Pf3D7_06_v3,1099378,1100628,+,Pf3D7lncRNA_0612
Pf3D7_06_v3,1101017,1102402,+,Pf3D7lncRNA_0613
Pf3D7_06_v3,1154978,1156268,+,Pf3D7lncRNA_0614
Pf3D7_06_v3,1169767,1174038,+,Pf3D7lncRNA_0615
Pf3D7_06_v3,1180522,1181054,+,Pf3D7lncRNA_0616
Pf3D7_06_v3,1202130,1203226,+,Pf3D7lncRNA_0617
Pf3D7_06_v3,1207318,1208541,-,Pf3D7lncRNA_0618
Pf3D7_06_v3,1270945,1272004,+,Pf3D7lncRNA_0619
Pf3D7_06_v3,1278191,1279256,-,Pf3D7lncRNA_0620
Pf3D7_06_v3,1283530,1283947,-,Pf3D7lncRNA_0621
Pf3D7_06_v3,1298607,1299186,-,Pf3D7lncRNA_0622
Pf3D7_06_v3,1301715,1302504,-,Pf3D7lncRNA_0623
Pf3D7_06_v3,1306581,1312985,+,Pf3D7lncRNA_0624
Pf3D7_06_v3,1347245,1348773,-,Pf3D7lncRNA_0625
Pf3D7_06_v3,1350266,1350522,-,Pf3D7lncRNA_0626
Pf3D7_06_v3,1350607,1350959,-,Pf3D7lncRNA_0627
Pf3D7_06_v3,1352543,1353212,-,Pf3D7lncRNA_0628
Pf3D7_06_v3,1353155,1353828,+,Pf3D7lncRNA_0629
Pf3D7_06_v3,1353468,1354325,-,Pf3D7lncRNA_0630
Pf3D7_06_v3,1355592,1356072,+,Pf3D7lncRNA_0631
Pf3D7_06_v3,1373409,1373832,-,Pf3D7lncRNA_0632
Pf3D7_06_v3,1374013,1375746,+,Pf3D7lncRNA_0633
Pf3D7_06_v3,1374437,1378159,-,Pf3D7lncRNA_0634
Pf3D7_06_v3,1376827,1377330,+,Pf3D7lncRNA_0635
Pf3D7_07_v3,25816,26374,-,Pf3D7lncRNA_0636
Pf3D7_07_v3,28146,28442,+,Pf3D7lncRNA_0637
Pf3D7_07_v3,28202,28846,-,Pf3D7lncRNA_0638
Pf3D7_07_v3,53130,54407,-,Pf3D7lncRNA_0639
Pf3D7_07_v3,54562,56883,+,Pf3D7lncRNA_0640
Pf3D7_07_v3,58320,59077,+,Pf3D7lncRNA_0641
Pf3D7_07_v3,86761,87640,-,Pf3D7lncRNA_0642
Pf3D7_07_v3,86791,87495,+,Pf3D7lncRNA_0643
Pf3D7_07_v3,94913,95261,+,Pf3D7lncRNA_0644
Pf3D7_07_v3,101604,102268,-,Pf3D7lncRNA_0645
Pf3D7_07_v3,109275,111309,-,Pf3D7lncRNA_0646
Pf3D7_07_v3,118945,119406,-,Pf3D7lncRNA_0647
Pf3D7_07_v3,132714,133383,-,Pf3D7lncRNA_0648
Pf3D7_07_v3,142528,142850,-,Pf3D7lncRNA_0649
Pf3D7_07_v3,143234,144632,-,Pf3D7lncRNA_0650
Pf3D7_07_v3,148315,148834,+,Pf3D7lncRNA_0651
Pf3D7_07_v3,178055,178486,-,Pf3D7lncRNA_0652
Pf3D7_07_v3,195927,197087,-,Pf3D7lncRNA_0653
Pf3D7_07_v3,202807,204116,-,Pf3D7lncRNA_0654
Pf3D7_07_v3,216380,216985,+,Pf3D7lncRNA_0655
Pf3D7_07_v3,230753,231665,+,Pf3D7lncRNA_0656
Pf3D7_07_v3,231979,232929,-,Pf3D7lncRNA_0657
Pf3D7_07_v3,245734,246440,+,Pf3D7lncRNA_0658
Pf3D7_07_v3,254513,255074,-,Pf3D7lncRNA_0659
Pf3D7_07_v3,259767,261147,-,Pf3D7lncRNA_0660
Pf3D7_07_v3,280172,280988,+,Pf3D7lncRNA_0661
Pf3D7_07_v3,286409,287685,+,Pf3D7lncRNA_0662
Pf3D7_07_v3,307209,307542,+,Pf3D7lncRNA_0663
Pf3D7_07_v3,309484,310082,+,Pf3D7lncRNA_0664
Pf3D7_07_v3,316762,319522,+,Pf3D7lncRNA_0665
Pf3D7_07_v3,324232,326364,-,Pf3D7lncRNA_0666
Pf3D7_07_v3,327761,328757,+,Pf3D7lncRNA_0667
Pf3D7_07_v3,327908,328555,-,Pf3D7lncRNA_0668
Pf3D7_07_v3,337252,337849,-,Pf3D7lncRNA_0669
Pf3D7_07_v3,341110,343053,-,Pf3D7lncRNA_0670
Pf3D7_07_v3,344882,346681,-,Pf3D7lncRNA_0671
Pf3D7_07_v3,353754,356222,-,Pf3D7lncRNA_0672
Pf3D7_07_v3,368101,368475,-,Pf3D7lncRNA_0673
Pf3D7_07_v3,379383,380504,-,Pf3D7lncRNA_0674
Pf3D7_07_v3,393181,394357,-,Pf3D7lncRNA_0675
Pf3D7_07_v3,406473,407605,-,Pf3D7lncRNA_0676
Pf3D7_07_v3,422717,423350,+,Pf3D7lncRNA_0677
Pf3D7_07_v3,447188,447617,+,Pf3D7lncRNA_0678
Pf3D7_07_v3,461109,461948,-,Pf3D7lncRNA_0679
Pf3D7_07_v3,480383,481458,+,Pf3D7lncRNA_0680
Pf3D7_07_v3,482707,483316,+,Pf3D7lncRNA_0681
Pf3D7_07_v3,491602,492627,+,Pf3D7lncRNA_0682
Pf3D7_07_v3,503268,503676,+,Pf3D7lncRNA_0683
Pf3D7_07_v3,511023,511670,-,Pf3D7lncRNA_0684
Pf3D7_07_v3,513687,513959,+,Pf3D7lncRNA_0685
Pf3D7_07_v3,529102,529632,+,Pf3D7lncRNA_0686
Pf3D7_07_v3,529899,530526,+,Pf3D7lncRNA_0687
Pf3D7_07_v3,544577,545081,+,Pf3D7lncRNA_0688
Pf3D7_07_v3,551685,553854,-,Pf3D7lncRNA_0689
Pf3D7_07_v3,553783,553971,+,Pf3D7lncRNA_0690
Pf3D7_07_v3,568359,568951,+,Pf3D7lncRNA_0691
Pf3D7_07_v3,583033,583655,+,Pf3D7lncRNA_0692
Pf3D7_07_v3,591554,591805,-,Pf3D7lncRNA_0693
Pf3D7_07_v3,591875,592291,+,Pf3D7lncRNA_0694
Pf3D7_07_v3,610037,610896,-,Pf3D7lncRNA_0695
Pf3D7_07_v3,611247,611807,-,Pf3D7lncRNA_0696
Pf3D7_07_v3,625618,627841,+,Pf3D7lncRNA_0697
Pf3D7_07_v3,639676,640130,+,Pf3D7lncRNA_0698
Pf3D7_07_v3,644672,646083,+,Pf3D7lncRNA_0699
Pf3D7_07_v3,649457,649908,-,Pf3D7lncRNA_0700
Pf3D7_07_v3,665283,666725,-,Pf3D7lncRNA_0701
Pf3D7_07_v3,668982,670018,-,Pf3D7lncRNA_0702
Pf3D7_07_v3,670321,670591,-,Pf3D7lncRNA_0703
Pf3D7_07_v3,687123,687757,+,Pf3D7lncRNA_0704
Pf3D7_07_v3,714916,715934,-,Pf3D7lncRNA_0705
Pf3D7_07_v3,721762,723514,-,Pf3D7lncRNA_0706
Pf3D7_07_v3,726197,727587,-,Pf3D7lncRNA_0707
Pf3D7_07_v3,735147,740745,-,Pf3D7lncRNA_0708
Pf3D7_07_v3,750948,751185,-,Pf3D7lncRNA_0709
Pf3D7_07_v3,754075,754673,-,Pf3D7lncRNA_0710
Pf3D7_07_v3,763412,764193,+,Pf3D7lncRNA_0711
Pf3D7_07_v3,764557,765139,+,Pf3D7lncRNA_0712
Pf3D7_07_v3,766611,767659,+,Pf3D7lncRNA_0713
Pf3D7_07_v3,775866,777358,+,Pf3D7lncRNA_0714
Pf3D7_07_v3,806645,807786,+,Pf3D7lncRNA_0715
Pf3D7_07_v3,807681,809290,-,Pf3D7lncRNA_0716
Pf3D7_07_v3,821249,821494,-,Pf3D7lncRNA_0717
Pf3D7_07_v3,821915,826252,-,Pf3D7lncRNA_0718
Pf3D7_07_v3,833279,834962,+,Pf3D7lncRNA_0719
Pf3D7_07_v3,836316,836937,-,Pf3D7lncRNA_0720
Pf3D7_07_v3,854293,856848,+,Pf3D7lncRNA_0721
Pf3D7_07_v3,857713,859577,+,Pf3D7lncRNA_0722
Pf3D7_07_v3,875612,875828,-,Pf3D7lncRNA_0723
Pf3D7_07_v3,890457,891388,-,Pf3D7lncRNA_0724
Pf3D7_07_v3,900614,901058,-,Pf3D7lncRNA_0725
Pf3D7_07_v3,913835,915253,-,Pf3D7lncRNA_0726
Pf3D7_07_v3,933412,934579,+,Pf3D7lncRNA_0727
Pf3D7_07_v3,942292,943689,-,Pf3D7lncRNA_0728
Pf3D7_07_v3,944606,945665,-,Pf3D7lncRNA_0729
Pf3D7_07_v3,954026,954263,-,Pf3D7lncRNA_0730
Pf3D7_07_v3,959111,959735,+,Pf3D7lncRNA_0731
Pf3D7_07_v3,973760,974907,-,Pf3D7lncRNA_0732
Pf3D7_07_v3,990851,991403,-,Pf3D7lncRNA_0733
Pf3D7_07_v3,998705,1000238,-,Pf3D7lncRNA_0734
Pf3D7_07_v3,1017813,1019526,+,Pf3D7lncRNA_0735
Pf3D7_07_v3,1021390,1023085,-,Pf3D7lncRNA_0736
Pf3D7_07_v3,1033677,1034636,+,Pf3D7lncRNA_0737
Pf3D7_07_v3,1035533,1036049,+,Pf3D7lncRNA_0738
Pf3D7_07_v3,1047102,1047468,+,Pf3D7lncRNA_0739
Pf3D7_07_v3,1050150,1051157,+,Pf3D7lncRNA_0740
Pf3D7_07_v3,1076417,1077072,+,Pf3D7lncRNA_0741
Pf3D7_07_v3,1078121,1079446,-,Pf3D7lncRNA_0742
Pf3D7_07_v3,1080077,1081190,-,Pf3D7lncRNA_0743
Pf3D7_07_v3,1090504,1091480,-,Pf3D7lncRNA_0744
Pf3D7_07_v3,1090771,1091350,+,Pf3D7lncRNA_0745
Pf3D7_07_v3,1092424,1093552,+,Pf3D7lncRNA_0746
Pf3D7_07_v3,1098329,1099617,+,Pf3D7lncRNA_0747
Pf3D7_07_v3,1138686,1139049,+,Pf3D7lncRNA_0748
Pf3D7_07_v3,1151534,1152131,+,Pf3D7lncRNA_0749
Pf3D7_07_v3,1156743,1157300,+,Pf3D7lncRNA_0750
Pf3D7_07_v3,1172328,1173234,+,Pf3D7lncRNA_0751
Pf3D7_07_v3,1237214,1237529,-,Pf3D7lncRNA_0752
Pf3D7_07_v3,1253933,1254764,-,Pf3D7lncRNA_0753
Pf3D7_07_v3,1290180,1290974,+,Pf3D7lncRNA_0754
Pf3D7_07_v3,1292137,1292455,-,Pf3D7lncRNA_0755
Pf3D7_07_v3,1294030,1295019,+,Pf3D7lncRNA_0756
Pf3D7_07_v3,1315728,1317253,+,Pf3D7lncRNA_0757
Pf3D7_07_v3,1318324,1320003,+,Pf3D7lncRNA_0758
Pf3D7_07_v3,1319433,1319995,-,Pf3D7lncRNA_0759
Pf3D7_07_v3,1321313,1323198,-,Pf3D7lncRNA_0760
Pf3D7_07_v3,1332820,1334664,-,Pf3D7lncRNA_0761
Pf3D7_07_v3,1335699,1337165,-,Pf3D7lncRNA_0762
Pf3D7_07_v3,1346802,1347820,-,Pf3D7lncRNA_0763
Pf3D7_07_v3,1353315,1356373,-,Pf3D7lncRNA_0764
Pf3D7_07_v3,1363372,1364004,-,Pf3D7lncRNA_0765
Pf3D7_07_v3,1364423,1366158,-,Pf3D7lncRNA_0766
Pf3D7_07_v3,1410085,1410364,-,Pf3D7lncRNA_0767
Pf3D7_07_v3,1414445,1416963,-,Pf3D7lncRNA_0768
Pf3D7_07_v3,1417228,1419393,-,Pf3D7lncRNA_0769
Pf3D7_07_v3,1419387,1419894,+,Pf3D7lncRNA_0770
Pf3D7_08_v3,23233,23742,-,Pf3D7lncRNA_0771
Pf3D7_08_v3,26335,26740,-,Pf3D7lncRNA_0772
Pf3D7_08_v3,26900,29425,+,Pf3D7lncRNA_0773
Pf3D7_08_v3,29196,29564,-,Pf3D7lncRNA_0774
Pf3D7_08_v3,31700,33142,+,Pf3D7lncRNA_0775
Pf3D7_08_v3,48573,49207,-,Pf3D7lncRNA_0776
Pf3D7_08_v3,49260,51310,+,Pf3D7lncRNA_0777
Pf3D7_08_v3,50733,51622,-,Pf3D7lncRNA_0778
Pf3D7_08_v3,51563,52792,+,Pf3D7lncRNA_0779
Pf3D7_08_v3,62669,63780,-,Pf3D7lncRNA_0780
Pf3D7_08_v3,64731,65462,-,Pf3D7lncRNA_0781
Pf3D7_08_v3,74038,75385,+,Pf3D7lncRNA_0782
Pf3D7_08_v3,90121,92603,+,Pf3D7lncRNA_0783
Pf3D7_08_v3,96939,97432,+,Pf3D7lncRNA_0784
Pf3D7_08_v3,99198,100277,-,Pf3D7lncRNA_0785
Pf3D7_08_v3,101130,101492,+,Pf3D7lncRNA_0786
Pf3D7_08_v3,123996,126745,+,Pf3D7lncRNA_0787
Pf3D7_08_v3,125136,126536,-,Pf3D7lncRNA_0788
Pf3D7_08_v3,141606,144358,-,Pf3D7lncRNA_0789
Pf3D7_08_v3,162447,164765,+,Pf3D7lncRNA_0790
