lnc_id,lnc_chr,lnc_start,lnc_end,lnc_strand,gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,orientation
bowtie_circ_000280,Pf3D7_04_v3,814489,814619,-,PF3D7_0418100,NA,Pf3D7_04_v3,810995,814642,-,sense
bowtie_circ_003927,Pf3D7_04_v3,817556,817660,+,PF3D7_0418200,NA,Pf3D7_04_v3,817400,818689,+,sense
bowtie_circ_003395,Pf3D7_04_v3,871525,871759,+,PF3D7_0419600,NA,Pf3D7_04_v3,870737,871873,+,sense
bowtie_circ_000083,Pf3D7_04_v3,871555,871666,+,PF3D7_0419600,NA,Pf3D7_04_v3,870737,871873,+,sense
bowtie_circ_005623,Pf3D7_04_v3,897162,897265,-,PF3D7_0420000,NA,Pf3D7_04_v3,894612,904724,-,sense
bowtie_circ_004004,Pf3D7_04_v3,900508,900745,-,PF3D7_0420000,NA,Pf3D7_04_v3,894612,904724,-,sense
Pf3D7lncRNA_0336,Pf3D7_04_v3,911561,911885,-,PF3D7_0420200,NA,Pf3D7_04_v3,910187,911971,+,antisense
bowtie_circ_002101,Pf3D7_04_v3,933888,934086,-,PF3D7_0420600,NA,Pf3D7_04_v3,932463,934244,+,antisense
TCONS_00000902,Pf3D7_04_v3,967297,967682,-,PF3D7_0421200,NA,Pf3D7_04_v3,967087,968273,+,antisense
Pf3D7lncRNA_0338,Pf3D7_04_v3,970756,971206,+,PF3D7_0421300,NA,Pf3D7_04_v3,969031,976591,-,antisense
Pf3D7lncRNA_0340,Pf3D7_04_v3,998725,999394,-,PF3D7_0422000,NA,Pf3D7_04_v3,998647,1000185,+,antisense
bowtie_circ_004891,Pf3D7_04_v3,1035161,1035458,+,PF3D7_0422500,NA,Pf3D7_04_v3,1029329,1037953,+,sense
bowtie_circ_005092,Pf3D7_04_v3,1059219,1059324,+,PF3D7_0423500,NA,Pf3D7_04_v3,1058997,1060551,+,sense
bowtie_circ_000441,Pf3D7_04_v3,1060369,1060483,+,PF3D7_0423500,NA,Pf3D7_04_v3,1058997,1060551,+,sense
bowtie_circ_003059,Pf3D7_04_v3,1110975,1111165,+,PF3D7_0424500,NA,Pf3D7_04_v3,1110060,1112293,+,sense
bowtie_circ_001538,Pf3D7_04_v3,1128476,1128586,+,PF3D7_0424900,NA,Pf3D7_04_v3,1127779,1128802,+,sense
Pf3D7lncRNA_0359,Pf3D7_04_v3,1174986,1175964,+,PF3D7_0426000,NA,Pf3D7_04_v3,1173053,1180226,-,antisense
TCONS_00001842,Pf3D7_05_v3,25507,26478,-,PF3D7_0500100,NA,Pf3D7_05_v3,20929,28456,+,antisense
Pf3D7lncRNA_0361,Pf3D7_05_v3,26274,26875,-,PF3D7_0500100,NA,Pf3D7_05_v3,20929,28456,+,antisense
bowtie_circ_004369,Pf3D7_05_v3,45960,46143,-,PF3D7_0500800,NA,Pf3D7_05_v3,43327,47761,-,sense
bowtie_circ_001700,Pf3D7_05_v3,46575,46701,-,PF3D7_0500800,NA,Pf3D7_05_v3,43327,47761,-,sense
bowtie_circ_003484,Pf3D7_05_v3,56504,56647,+,PF3D7_0501000,NA,Pf3D7_05_v3,55841,56872,+,sense
bowtie_circ_002810,Pf3D7_05_v3,64815,64959,-,PF3D7_0501200,NA,Pf3D7_05_v3,64065,65489,+,antisense
bowtie_circ_001032,Pf3D7_05_v3,64833,64959,-,PF3D7_0501200,NA,Pf3D7_05_v3,64065,65489,+,antisense
bowtie_circ_000294,Pf3D7_05_v3,64851,64959,-,PF3D7_0501200,NA,Pf3D7_05_v3,64065,65489,+,antisense
bowtie_circ_002117,Pf3D7_05_v3,64851,65013,-,PF3D7_0501200,NA,Pf3D7_05_v3,64065,65489,+,antisense
bowtie_circ_002867,Pf3D7_05_v3,75322,75466,-,PF3D7_0501400,NA,Pf3D7_05_v3,74509,79842,+,antisense
bowtie_circ_001380,Pf3D7_05_v3,75322,75556,-,PF3D7_0501400,NA,Pf3D7_05_v3,74509,79842,+,antisense
bowtie_circ_003588,Pf3D7_05_v3,75340,75538,-,PF3D7_0501400,NA,Pf3D7_05_v3,74509,79842,+,antisense
bowtie_circ_001175,Pf3D7_05_v3,84561,84669,-,PF3D7_0501600,NA,Pf3D7_05_v3,84041,85237,-,sense
bowtie_circ_004606,Pf3D7_05_v3,102635,102819,+,PF3D7_0502100,NA,Pf3D7_05_v3,102193,102897,-,antisense
bowtie_circ_005419,Pf3D7_05_v3,148064,148870,-,PF3D7_0503600,NA,Pf3D7_05_v3,146639,150131,-,sense
bowtie_circ_005142,Pf3D7_05_v3,154537,154670,+,PF3D7_0503900,NA,Pf3D7_05_v3,153889,156057,-,antisense
bowtie_circ_005302,Pf3D7_05_v3,206682,207849,+,PF3D7_0504900,NA,Pf3D7_05_v3,206450,208375,+,sense
Pf3D7lncRNA_0379,Pf3D7_05_v3,207568,207913,-,PF3D7_0504900,NA,Pf3D7_05_v3,206450,208375,+,antisense
Pf3D7lncRNA_0380,Pf3D7_05_v3,209590,210490,+,PF3D7_0505000,NA,Pf3D7_05_v3,209062,218189,-,antisense
bowtie_circ_004872,Pf3D7_05_v3,237111,237219,-,PF3D7_0505400,NA,Pf3D7_05_v3,236143,238365,-,sense
Pf3D7lncRNA_0383,Pf3D7_05_v3,240386,240991,+,PF3D7_0505500,NA,Pf3D7_05_v3,239456,243880,-,antisense
bowtie_circ_000132,Pf3D7_05_v3,254633,254860,-,PF3D7_0505900,NA,Pf3D7_05_v3,254473,255517,-,sense
bowtie_circ_005086,Pf3D7_05_v3,284769,284898,+,PF3D7_0506800,NA,Pf3D7_05_v3,284691,288023,+,sense
Pf3D7lncRNA_0386,Pf3D7_05_v3,285434,285999,-,PF3D7_0506800,NA,Pf3D7_05_v3,284691,288023,+,antisense
bowtie_circ_003071,Pf3D7_05_v3,290298,290405,-,PF3D7_0506900,NA,Pf3D7_05_v3,288776,291055,-,sense
bowtie_circ_002063,Pf3D7_05_v3,295090,295307,-,PF3D7_0507100,NA,Pf3D7_05_v3,294668,295903,-,sense
bowtie_circ_003540,Pf3D7_05_v3,295120,295323,-,PF3D7_0507100,NA,Pf3D7_05_v3,294668,295903,-,sense
bowtie_circ_005085,Pf3D7_05_v3,295120,295332,-,PF3D7_0507100,NA,Pf3D7_05_v3,294668,295903,-,sense
bowtie_circ_004362,Pf3D7_05_v3,295164,295323,-,PF3D7_0507100,NA,Pf3D7_05_v3,294668,295903,-,sense
bowtie_circ_005003,Pf3D7_05_v3,295611,295734,-,PF3D7_0507100,NA,Pf3D7_05_v3,294668,295903,-,sense
bowtie_circ_002967,Pf3D7_05_v3,308451,308597,-,PF3D7_0507500,NA,Pf3D7_05_v3,307490,309556,-,sense
bowtie_circ_000817,Pf3D7_05_v3,313226,313355,+,PF3D7_0507600,NA,Pf3D7_05_v3,313199,315157,+,sense
bowtie_circ_004130,Pf3D7_05_v3,313405,313576,-,PF3D7_0507600,NA,Pf3D7_05_v3,313199,315157,+,antisense
bowtie_circ_004931,Pf3D7_05_v3,317982,318099,-,PF3D7_0507700,NA,Pf3D7_05_v3,316766,318361,-,sense
bowtie_circ_002988,Pf3D7_05_v3,325677,325785,+,PF3D7_0507800,NA,Pf3D7_05_v3,322239,326822,+,sense
bowtie_circ_003192,Pf3D7_05_v3,342280,342384,+,PF3D7_0508300,NA,Pf3D7_05_v3,342205,343233,+,sense
bowtie_circ_004174,Pf3D7_05_v3,352588,352699,-,PF3D7_0508500,NA,Pf3D7_05_v3,347219,355039,-,sense
bowtie_circ_000864,Pf3D7_05_v3,353634,353755,-,PF3D7_0508500,NA,Pf3D7_05_v3,347219,355039,-,sense
bowtie_circ_003289,Pf3D7_05_v3,360082,360241,+,PF3D7_0508700,NA,Pf3D7_05_v3,358261,362733,+,sense
bowtie_circ_002806,Pf3D7_05_v3,393266,393392,-,PF3D7_0509400,NA,Pf3D7_05_v3,389914,398997,-,sense
bowtie_circ_004457,Pf3D7_05_v3,424049,424206,-,PF3D7_0510100,NA,Pf3D7_05_v3,422746,430353,-,sense
bowtie_circ_001574,Pf3D7_05_v3,424100,424206,-,PF3D7_0510100,NA,Pf3D7_05_v3,422746,430353,-,sense
bowtie_circ_003629,Pf3D7_05_v3,427303,427406,-,PF3D7_0510100,NA,Pf3D7_05_v3,422746,430353,-,sense
bowtie_circ_000155,Pf3D7_05_v3,446207,446377,+,PF3D7_0510500,NA,Pf3D7_05_v3,445983,448502,-,antisense
bowtie_circ_001371,Pf3D7_05_v3,467605,467713,+,PF3D7_0511000,NA,Pf3D7_05_v3,467585,468100,-,antisense
bowtie_circ_002084,Pf3D7_05_v3,486668,486775,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_000667,Pf3D7_05_v3,488695,488935,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_002275,Pf3D7_05_v3,489848,490013,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_000118,Pf3D7_05_v3,489848,490030,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_001439,Pf3D7_05_v3,491579,491925,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_005570,Pf3D7_05_v3,491925,492041,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_003906,Pf3D7_05_v3,492925,493049,-,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,antisense
bowtie_circ_000823,Pf3D7_05_v3,494165,494439,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_003968,Pf3D7_05_v3,495922,496028,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
bowtie_circ_000998,Pf3D7_05_v3,503167,503302,+,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,sense
Pf3D7lncRNA_0406,Pf3D7_05_v3,515724,516334,-,PF3D7_0511500,NA,Pf3D7_05_v3,486602,516787,+,antisense
bowtie_circ_002340,Pf3D7_05_v3,521760,521939,-,PF3D7_0511800,NA,Pf3D7_05_v3,520720,522693,-,sense
bowtie_circ_002326,Pf3D7_05_v3,542423,542585,-,PF3D7_0512500,NA,Pf3D7_05_v3,539731,542593,-,sense
bowtie_circ_001433,Pf3D7_05_v3,554509,554641,-,PF3D7_0512900,NA,Pf3D7_05_v3,553990,554787,+,antisense
TCONS_00001676,Pf3D7_05_v3,589100,589765,+,PF3D7_0514000,NA,Pf3D7_05_v3,588921,590769,-,antisense
bowtie_circ_005273,Pf3D7_05_v3,592347,592447,-,PF3D7_0514100,NA,Pf3D7_05_v3,591338,595663,-,sense
TCONS_00001682,Pf3D7_05_v3,625078,625873,+,PF3D7_0515100,NA,Pf3D7_05_v3,624719,626481,-,antisense
bowtie_circ_001196,Pf3D7_05_v3,631545,631657,+,PF3D7_0515300,NA,Pf3D7_05_v3,628981,635382,+,sense
Pf3D7lncRNA_0416,Pf3D7_05_v3,649457,650518,-,PF3D7_0515600,NA,Pf3D7_05_v3,646659,652106,+,antisense
Pf3D7lncRNA_0418,Pf3D7_05_v3,666089,666704,-,PF3D7_0516000,NA,Pf3D7_05_v3,663551,666917,+,antisense
TCONS_00001990,Pf3D7_05_v3,673054,674858,-,PF3D7_0516100,NA,Pf3D7_05_v3,667486,674861,+,antisense
bowtie_circ_004999,Pf3D7_05_v3,704756,704867,-,PF3D7_0516800,NA,Pf3D7_05_v3,700120,707256,-,sense
bowtie_circ_002661,Pf3D7_05_v3,712943,713045,-,PF3D7_0516900,NA,Pf3D7_05_v3,712762,713772,-,sense
bowtie_circ_005443,Pf3D7_05_v3,713249,713364,-,PF3D7_0516900,NA,Pf3D7_05_v3,712762,713772,-,sense
bowtie_circ_005116,Pf3D7_05_v3,715867,715979,-,PF3D7_0517000,NA,Pf3D7_05_v3,715765,716675,-,sense
bowtie_circ_005417,Pf3D7_05_v3,725260,725375,-,PF3D7_0517300,NA,Pf3D7_05_v3,724681,725751,-,sense
bowtie_circ_001579,Pf3D7_05_v3,751062,751364,+,PF3D7_0518000,NA,Pf3D7_05_v3,750661,752435,+,sense
bowtie_circ_001490,Pf3D7_05_v3,751062,752164,+,PF3D7_0518000,NA,Pf3D7_05_v3,750661,752435,+,sense
bowtie_circ_004614,Pf3D7_05_v3,751880,752164,+,PF3D7_0518000,NA,Pf3D7_05_v3,750661,752435,+,sense
bowtie_circ_001647,Pf3D7_05_v3,758663,758790,+,PF3D7_0518200,NA,Pf3D7_05_v3,758503,758898,-,antisense
bowtie_circ_004495,Pf3D7_05_v3,817108,818655,+,PF3D7_0519700,NA,Pf3D7_05_v3,817066,819139,+,sense
bowtie_circ_000990,Pf3D7_05_v3,818541,818879,+,PF3D7_0519700,NA,Pf3D7_05_v3,817066,819139,+,sense
bowtie_circ_002134,Pf3D7_05_v3,846823,846930,-,PF3D7_0520700,NA,Pf3D7_05_v3,845843,848767,-,sense
bowtie_circ_001321,Pf3D7_05_v3,871412,871585,+,PF3D7_0521300,NA,Pf3D7_05_v3,870184,874570,-,antisense
bowtie_circ_002626,Pf3D7_05_v3,876055,876159,+,PF3D7_0521400,NA,Pf3D7_05_v3,875873,877561,-,antisense
bowtie_circ_005782,Pf3D7_05_v3,902804,903759,-,PF3D7_0522300,NA,Pf3D7_05_v3,902613,904844,-,sense
bowtie_circ_005631,Pf3D7_05_v3,903097,903759,-,PF3D7_0522300,NA,Pf3D7_05_v3,902613,904844,-,sense
bowtie_circ_003668,Pf3D7_05_v3,904076,904647,-,PF3D7_0522300,NA,Pf3D7_05_v3,902613,904844,-,sense
bowtie_circ_002436,Pf3D7_05_v3,915120,915225,+,PF3D7_0522400,NA,Pf3D7_05_v3,907837,936315,+,sense
bowtie_circ_004604,Pf3D7_05_v3,916650,916753,+,PF3D7_0522400,NA,Pf3D7_05_v3,907837,936315,+,sense
bowtie_circ_004310,Pf3D7_05_v3,974138,974420,+,PF3D7_0523400,NA,Pf3D7_05_v3,973518,975876,+,sense
Pf3D7lncRNA_0447,Pf3D7_05_v3,990237,991314,-,PF3D7_0523800,NA,Pf3D7_05_v3,990005,992059,+,antisense
bowtie_circ_000078,Pf3D7_05_v3,1000871,1001075,+,PF3D7_0524000,NA,Pf3D7_05_v3,998753,1002124,+,sense
bowtie_circ_003998,Pf3D7_05_v3,1037806,1037910,+,PF3D7_0525000,NA,Pf3D7_05_v3,1036229,1038343,+,sense
bowtie_circ_000623,Pf3D7_05_v3,1043340,1043466,+,PF3D7_0525100,NA,Pf3D7_05_v3,1041745,1043766,+,sense
bowtie_circ_001786,Pf3D7_05_v3,1057813,1057951,+,PF3D7_0525400,NA,Pf3D7_05_v3,1057651,1059054,+,sense
bowtie_circ_000581,Pf3D7_05_v3,1071423,1071531,+,PF3D7_0525800,NA,Pf3D7_05_v3,1071247,1072149,+,sense
bowtie_circ_003031,Pf3D7_05_v3,1071704,1071870,+,PF3D7_0525800,NA,Pf3D7_05_v3,1071247,1072149,+,sense
bowtie_circ_005423,Pf3D7_05_v3,1071769,1071901,+,PF3D7_0525800,NA,Pf3D7_05_v3,1071247,1072149,+,sense
bowtie_circ_000320,Pf3D7_05_v3,1082144,1082246,-,PF3D7_0526200,NA,Pf3D7_05_v3,1081558,1083816,-,sense
bowtie_circ_002529,Pf3D7_05_v3,1105539,1105696,+,PF3D7_0526600,NA,Pf3D7_05_v3,1101203,1114777,+,sense
bowtie_circ_003184,Pf3D7_05_v3,1144155,1144359,+,PF3D7_0527500,NA,Pf3D7_05_v3,1143618,1145359,+,sense
bowtie_circ_001981,Pf3D7_05_v3,1144931,1145135,+,PF3D7_0527500,NA,Pf3D7_05_v3,1143618,1145359,+,sense
bowtie_circ_004354,Pf3D7_05_v3,1146008,1146790,-,PF3D7_0527600,NA,Pf3D7_05_v3,1145857,1148810,-,sense
bowtie_circ_004790,Pf3D7_05_v3,1154366,1154510,+,PF3D7_0527900,NA,Pf3D7_05_v3,1153676,1155673,+,sense
bowtie_circ_005574,Pf3D7_05_v3,1156312,1156497,-,PF3D7_0528000,NA,Pf3D7_05_v3,1156205,1156579,-,sense
bowtie_circ_003676,Pf3D7_05_v3,1171941,1172217,+,PF3D7_0528400,NA,Pf3D7_05_v3,1171659,1173890,+,sense
bowtie_circ_000116,Pf3D7_05_v3,1202020,1203805,+,PF3D7_0529400,NA,Pf3D7_05_v3,1199165,1205187,+,sense
Pf3D7lncRNA_0477,Pf3D7_05_v3,1206662,1206916,-,PF3D7_0529500,NA,Pf3D7_05_v3,1206473,1207679,+,antisense
bowtie_circ_002102,Pf3D7_05_v3,1206699,1207271,+,PF3D7_0529500,NA,Pf3D7_05_v3,1206473,1207679,+,sense
bowtie_circ_005382,Pf3D7_05_v3,1206946,1207438,+,PF3D7_0529500,NA,Pf3D7_05_v3,1206473,1207679,+,sense
TCONS_00001806,Pf3D7_05_v3,1209231,1210338,+,PF3D7_0529700,NA,Pf3D7_05_v3,1209006,1212102,-,antisense
TCONS_00001807,Pf3D7_05_v3,1210504,1211691,+,PF3D7_0529700,NA,Pf3D7_05_v3,1209006,1212102,-,antisense
Pf3D7lncRNA_0478,Pf3D7_05_v3,1221450,1221899,+,PF3D7_0529900,NA,Pf3D7_05_v3,1220777,1221992,-,antisense
bowtie_circ_003605,Pf3D7_05_v3,1224629,1224824,+,PF3D7_0530000,NA,Pf3D7_05_v3,1224598,1224891,-,antisense
bowtie_circ_000104,Pf3D7_05_v3,1226931,1227131,+,PF3D7_0530100,NA,Pf3D7_05_v3,1226883,1227757,+,sense
Pf3D7lncRNA_0482,Pf3D7_05_v3,1240813,1241553,+,PF3D7_0530400,NA,Pf3D7_05_v3,1238633,1243987,-,antisense
bowtie_circ_005039,Pf3D7_05_v3,1308357,1308478,+,PF3D7_0532300,NA,Pf3D7_05_v3,1308278,1309940,+,sense
bowtie_circ_002714,Pf3D7_05_v3,1308677,1308795,-,PF3D7_0532300,NA,Pf3D7_05_v3,1308278,1309940,+,antisense
bowtie_circ_000016,Pf3D7_05_v3,1309146,1309355,+,PF3D7_0532300,NA,Pf3D7_05_v3,1308278,1309940,+,sense
bowtie_circ_004969,Pf3D7_05_v3,1309680,1309863,-,PF3D7_0532300,NA,Pf3D7_05_v3,1308278,1309940,+,antisense
bowtie_circ_001825,Pf3D7_05_v3,1313894,1313999,+,PF3D7_0532400,NA,Pf3D7_05_v3,1312471,1314154,+,sense
Pf3D7lncRNA_0489,Pf3D7_06_v3,11208,11468,-,PF3D7_0600200,NA,Pf3D7_06_v3,3503,12835,+,antisense
TCONS_00001272,Pf3D7_06_v3,32333,32932,+,PF3D7_0600700,NA,Pf3D7_06_v3,31965,33244,-,antisense
Pf3D7lncRNA_0500,Pf3D7_06_v3,65975,66557,+,PF3D7_0601500,NA,Pf3D7_06_v3,65788,67277,-,antisense
bowtie_circ_002035,Pf3D7_06_v3,102850,102952,-,PF3D7_0602400,NA,Pf3D7_06_v3,101385,104561,-,sense
bowtie_circ_003198,Pf3D7_06_v3,104276,104454,-,PF3D7_0602400,NA,Pf3D7_06_v3,101385,104561,-,sense
bowtie_circ_005081,Pf3D7_06_v3,111456,111609,-,PF3D7_0602600,NA,Pf3D7_06_v3,107037,111664,-,sense
bowtie_circ_000420,Pf3D7_06_v3,172353,172533,-,PF3D7_0604100,NA,Pf3D7_06_v3,171301,177240,-,sense
bowtie_circ_003479,Pf3D7_06_v3,172886,173021,-,PF3D7_0604100,NA,Pf3D7_06_v3,171301,177240,-,sense
bowtie_circ_001331,Pf3D7_06_v3,173484,173694,-,PF3D7_0604100,NA,Pf3D7_06_v3,171301,177240,-,sense
bowtie_circ_001452,Pf3D7_06_v3,175703,175859,-,PF3D7_0604100,NA,Pf3D7_06_v3,171301,177240,-,sense
bowtie_circ_003196,Pf3D7_06_v3,189086,189195,-,PF3D7_0604500,NA,Pf3D7_06_v3,189012,198078,+,antisense
bowtie_circ_001725,Pf3D7_06_v3,193093,193222,+,PF3D7_0604500,NA,Pf3D7_06_v3,189012,198078,+,sense
bowtie_circ_001798,Pf3D7_06_v3,196186,196303,-,PF3D7_0604500,NA,Pf3D7_06_v3,189012,198078,+,antisense
bowtie_circ_005364,Pf3D7_06_v3,217591,217726,+,PF3D7_0605100,NA,Pf3D7_06_v3,217240,219507,+,sense
bowtie_circ_000549,Pf3D7_06_v3,253643,253743,-,PF3D7_0606000,NA,Pf3D7_06_v3,250612,253803,-,sense
bowtie_circ_005375,Pf3D7_06_v3,258096,258539,+,PF3D7_0606100,NA,Pf3D7_06_v3,257604,259974,+,sense
bowtie_circ_005264,Pf3D7_06_v3,259375,259661,+,PF3D7_0606100,NA,Pf3D7_06_v3,257604,259974,+,sense
bowtie_circ_001440,Pf3D7_06_v3,282251,282464,+,PF3D7_0606700,NA,Pf3D7_06_v3,282049,287017,+,sense
bowtie_circ_001601,Pf3D7_06_v3,283543,283685,-,PF3D7_0606700,NA,Pf3D7_06_v3,282049,287017,+,antisense
bowtie_circ_000757,Pf3D7_06_v3,286434,286576,+,PF3D7_0606700,NA,Pf3D7_06_v3,282049,287017,+,sense
bowtie_circ_001319,Pf3D7_06_v3,294353,294461,+,PF3D7_0607000,NA,Pf3D7_06_v3,293864,296797,+,sense
bowtie_circ_005326,Pf3D7_06_v3,294390,294536,+,PF3D7_0607000,NA,Pf3D7_06_v3,293864,296797,+,sense
bowtie_circ_004154,Pf3D7_06_v3,296528,296770,-,PF3D7_0607000,NA,Pf3D7_06_v3,293864,296797,+,antisense
Pf3D7lncRNA_0524,Pf3D7_06_v3,299981,300877,-,PF3D7_0607100,NA,Pf3D7_06_v3,297941,301197,+,antisense
bowtie_circ_000729,Pf3D7_06_v3,351856,351957,-,PF3D7_0608500,NA,Pf3D7_06_v3,351780,352775,-,sense
Pf3D7lncRNA_0530,Pf3D7_06_v3,367235,367499,-,PF3D7_0608900,NA,Pf3D7_06_v3,365287,368459,+,antisense
bowtie_circ_005668,Pf3D7_06_v3,367308,367462,+,PF3D7_0608900,NA,Pf3D7_06_v3,365287,368459,+,sense
bowtie_circ_004773,Pf3D7_06_v3,389282,390699,-,PF3D7_0609100,NA,Pf3D7_06_v3,388915,390748,-,sense
bowtie_circ_003277,Pf3D7_06_v3,415163,415339,+,PF3D7_0609700,NA,Pf3D7_06_v3,413652,419781,+,sense
Pf3D7lncRNA_0538,Pf3D7_06_v3,445998,446204,+,PF3D7_0610500,NA,Pf3D7_06_v3,445761,446363,-,antisense
bowtie_circ_003134,Pf3D7_06_v3,454379,454555,+,PF3D7_0610800,NA,Pf3D7_06_v3,453671,455689,+,sense
bowtie_circ_001008,Pf3D7_06_v3,486838,486964,-,PF3D7_0611600,NA,Pf3D7_06_v3,485114,487066,-,sense
bowtie_circ_000515,Pf3D7_06_v3,587647,587782,+,PF3D7_0614000,NA,Pf3D7_06_v3,587019,588635,-,antisense
bowtie_circ_004688,Pf3D7_06_v3,589699,589811,-,PF3D7_0614100,NA,Pf3D7_06_v3,589457,592264,-,sense
bowtie_circ_002167,Pf3D7_06_v3,592072,592206,-,PF3D7_0614100,NA,Pf3D7_06_v3,589457,592264,-,sense
bowtie_circ_003209,Pf3D7_06_v3,599456,599618,+,PF3D7_0614300,NA,Pf3D7_06_v3,597484,600517,-,antisense
bowtie_circ_004304,Pf3D7_06_v3,600323,600470,-,PF3D7_0614300,NA,Pf3D7_06_v3,597484,600517,-,sense
bowtie_circ_004316,Pf3D7_06_v3,604786,604909,+,PF3D7_0614400,NA,Pf3D7_06_v3,604573,605340,+,sense
bowtie_circ_001735,Pf3D7_06_v3,606314,606451,-,PF3D7_0614500,NA,Pf3D7_06_v3,606142,607259,-,sense
bowtie_circ_003643,Pf3D7_06_v3,606351,606524,-,PF3D7_0614500,NA,Pf3D7_06_v3,606142,607259,-,sense
bowtie_circ_001868,Pf3D7_06_v3,632977,633131,-,PF3D7_0615400,NA,Pf3D7_06_v3,630956,640174,-,sense
bowtie_circ_003781,Pf3D7_06_v3,635709,635810,+,PF3D7_0615400,NA,Pf3D7_06_v3,630956,640174,-,antisense
Pf3D7lncRNA_0561,Pf3D7_06_v3,646886,647256,+,PF3D7_0615600,NA,Pf3D7_06_v3,646637,655596,-,antisense
Pf3D7lncRNA_0563,Pf3D7_06_v3,670718,671342,-,PF3D7_0616000,NA,Pf3D7_06_v3,669860,671632,+,antisense
Pf3D7lncRNA_0569,Pf3D7_06_v3,713295,714356,-,PF3D7_0617100,NA,Pf3D7_06_v3,710059,714576,+,antisense
bowtie_circ_005295,Pf3D7_06_v3,713847,714364,+,PF3D7_0617100,NA,Pf3D7_06_v3,710059,714576,+,sense
bowtie_circ_002946,Pf3D7_06_v3,717344,717499,+,PF3D7_0617200,NA,Pf3D7_06_v3,717050,718917,+,sense
bowtie_circ_004837,Pf3D7_06_v3,717945,718698,+,PF3D7_0617200,NA,Pf3D7_06_v3,717050,718917,+,sense
bowtie_circ_002197,Pf3D7_06_v3,718443,718698,+,PF3D7_0617200,NA,Pf3D7_06_v3,717050,718917,+,sense
Pf3D7lncRNA_0574,Pf3D7_06_v3,724520,725295,+,PF3D7_0617400,NA,Pf3D7_06_v3,723117,731490,-,antisense
TCONS_00002287,Pf3D7_06_v3,724775,726939,+,PF3D7_0617400,NA,Pf3D7_06_v3,723117,731490,-,antisense
Pf3D7lncRNA_0575,Pf3D7_06_v3,727635,728315,+,PF3D7_0617400,NA,Pf3D7_06_v3,723117,731490,-,antisense
bowtie_circ_003518,Pf3D7_06_v3,748516,748651,-,PF3D7_0617800,NA,Pf3D7_06_v3,748416,748814,-,sense
bowtie_circ_004726,Pf3D7_06_v3,748516,748675,-,PF3D7_0617800,NA,Pf3D7_06_v3,748416,748814,-,sense
Pf3D7lncRNA_0581,Pf3D7_06_v3,759893,760232,-,PF3D7_0618000,NA,Pf3D7_06_v3,758609,760996,+,antisense
bowtie_circ_001838,Pf3D7_06_v3,764902,765106,-,PF3D7_0618200,NA,Pf3D7_06_v3,764667,765492,-,sense
bowtie_circ_004695,Pf3D7_06_v3,768894,769349,+,PF3D7_0618300,NA,Pf3D7_06_v3,768792,769456,+,sense
bowtie_circ_001654,Pf3D7_06_v3,768900,769007,+,PF3D7_0618300,NA,Pf3D7_06_v3,768792,769456,+,sense
Pf3D7lncRNA_0584,Pf3D7_06_v3,785862,787722,-,PF3D7_0618900,NA,Pf3D7_06_v3,784354,788027,+,antisense
TCONS_00002587,Pf3D7_06_v3,785908,787790,-,PF3D7_0618900,NA,Pf3D7_06_v3,784354,788027,+,antisense
bowtie_circ_004652,Pf3D7_06_v3,795729,795936,-,PF3D7_0619000,NA,Pf3D7_06_v3,788707,796025,-,sense
Pf3D7lncRNA_0586,Pf3D7_06_v3,804623,805384,+,PF3D7_0619300,NA,Pf3D7_06_v3,803374,814552,-,antisense
bowtie_circ_002127,Pf3D7_06_v3,815716,815890,-,PF3D7_0619400,NA,Pf3D7_06_v3,815622,818247,-,sense
bowtie_circ_003149,Pf3D7_06_v3,816100,816223,+,PF3D7_0619400,NA,Pf3D7_06_v3,815622,818247,-,antisense
bowtie_circ_000615,Pf3D7_06_v3,816328,816652,-,PF3D7_0619400,NA,Pf3D7_06_v3,815622,818247,-,sense
bowtie_circ_000036,Pf3D7_06_v3,817946,818240,-,PF3D7_0619400,NA,Pf3D7_06_v3,815622,818247,-,sense
Pf3D7lncRNA_0587,Pf3D7_06_v3,831356,831935,+,PF3D7_0619800,NA,Pf3D7_06_v3,831286,839033,-,antisense
bowtie_circ_000749,Pf3D7_06_v3,864481,864730,+,PF3D7_0621000,NA,Pf3D7_06_v3,862882,865416,+,sense
bowtie_circ_005535,Pf3D7_06_v3,895390,895570,-,PF3D7_0621900,NA,Pf3D7_06_v3,893450,895780,-,sense
