lnc_id,Chr,Start,End,Strand
TCONS_00003978,Pf3D7_12_v3,1297206,1297827,-
TCONS_00003981,Pf3D7_12_v3,1307752,1310817,-
TCONS_00003982,Pf3D7_12_v3,1310977,1311808,-
TCONS_00003987,Pf3D7_12_v3,1371110,1373384,-
TCONS_00004002,Pf3D7_12_v3,1518476,1519123,-
TCONS_00004010,Pf3D7_12_v3,1585077,1586225,-
TCONS_00004015,Pf3D7_12_v3,1624053,1625161,-
TCONS_00004017,Pf3D7_12_v3,1631345,1632323,-
TCONS_00004018,Pf3D7_12_v3,1643365,1643828,-
TCONS_00004023,Pf3D7_12_v3,1692478,1693063,-
TCONS_00004025,Pf3D7_12_v3,1729028,1730040,-
TCONS_00004026,Pf3D7_12_v3,1730252,1731199,-
TCONS_00004027,Pf3D7_12_v3,1733050,1733855,-
TCONS_00004028,Pf3D7_12_v3,1743698,1744564,-
TCONS_00004033,Pf3D7_12_v3,1769132,1770914,-
TCONS_00004036,Pf3D7_12_v3,1812910,1813184,-
TCONS_00004038,Pf3D7_12_v3,1817104,1818199,-
TCONS_00004042,Pf3D7_12_v3,1846167,1846724,-
TCONS_00004044,Pf3D7_12_v3,1881757,1882519,-
TCONS_00004047,Pf3D7_12_v3,1905492,1906777,-
TCONS_00004048,Pf3D7_12_v3,1918667,1919402,-
TCONS_00004050,Pf3D7_12_v3,1956890,1957534,-
TCONS_00004051,Pf3D7_12_v3,1958216,1958931,-
TCONS_00004058,Pf3D7_12_v3,1991462,1992601,-
TCONS_00004059,Pf3D7_12_v3,1993414,1994076,-
TCONS_00004069,Pf3D7_12_v3,2054970,2055314,-
TCONS_00004070,Pf3D7_12_v3,2055828,2056936,-
TCONS_00004081,Pf3D7_12_v3,2130032,2130719,-
TCONS_00004082,Pf3D7_12_v3,2132247,2135114,-
TCONS_00004084,Pf3D7_12_v3,2157307,2158451,-
TCONS_00004089,Pf3D7_12_v3,2188726,2189209,-
TCONS_00004090,Pf3D7_12_v3,2217389,2217973,-
TCONS_00004094,Pf3D7_12_v3,2238956,2239651,-
TCONS_00004097,Pf3D7_12_v3,2249795,2250846,-
TCONS_00004098,Pf3D7_12_v3,2263039,2264634,-
TCONS_00004100,Pf3D7_13_v3,49383,49611,+
TCONS_00004101,Pf3D7_13_v3,53011,56028,+
TCONS_00004102,Pf3D7_13_v3,56208,58196,+
TCONS_00004103,Pf3D7_13_v3,62949,63912,+
TCONS_00004104,Pf3D7_13_v3,75599,76099,+
TCONS_00004105,Pf3D7_13_v3,76636,77393,+
TCONS_00004106,Pf3D7_13_v3,84979,85291,+
TCONS_00004107,Pf3D7_13_v3,94878,98102,+
TCONS_00004109,Pf3D7_13_v3,117970,120007,+
TCONS_00004112,Pf3D7_13_v3,124818,125948,+
TCONS_00004118,Pf3D7_13_v3,229595,230507,+
TCONS_00004121,Pf3D7_13_v3,355488,356133,+
TCONS_00004122,Pf3D7_13_v3,369685,370313,+
TCONS_00004125,Pf3D7_13_v3,413170,414309,+
TCONS_00004128,Pf3D7_13_v3,420640,422002,+
TCONS_00004129,Pf3D7_13_v3,422200,422908,+
TCONS_00004130,Pf3D7_13_v3,423053,423676,+
TCONS_00004131,Pf3D7_13_v3,430686,431162,+
TCONS_00004134,Pf3D7_13_v3,478394,478643,+
TCONS_00004135,Pf3D7_13_v3,486725,487154,+
TCONS_00004137,Pf3D7_13_v3,524815,525398,+
TCONS_00004139,Pf3D7_13_v3,545295,546733,+
TCONS_00004146,Pf3D7_13_v3,671816,672136,+
TCONS_00004148,Pf3D7_13_v3,694641,695221,+
TCONS_00004149,Pf3D7_13_v3,715929,716680,+
TCONS_00004150,Pf3D7_13_v3,717566,720415,+
TCONS_00004155,Pf3D7_13_v3,778068,779703,+
TCONS_00004156,Pf3D7_13_v3,783171,783498,+
TCONS_00004157,Pf3D7_13_v3,800734,801356,+
TCONS_00004158,Pf3D7_13_v3,808209,809321,+
TCONS_00004159,Pf3D7_13_v3,828320,828878,+
TCONS_00004160,Pf3D7_13_v3,829013,829388,+
TCONS_00004161,Pf3D7_13_v3,835992,836427,+
TCONS_00004165,Pf3D7_13_v3,895696,896873,+
TCONS_00004167,Pf3D7_13_v3,918951,919685,+
TCONS_00004168,Pf3D7_13_v3,950141,950803,+
TCONS_00004169,Pf3D7_13_v3,977539,978065,+
TCONS_00004173,Pf3D7_13_v3,1039829,1040447,+
TCONS_00004176,Pf3D7_13_v3,1051603,1052112,+
TCONS_00004177,Pf3D7_13_v3,1069308,1070738,+
TCONS_00004180,Pf3D7_13_v3,1123983,1124423,+
TCONS_00004181,Pf3D7_13_v3,1124521,1125143,+
TCONS_00004182,Pf3D7_13_v3,1144614,1144952,+
TCONS_00004192,Pf3D7_13_v3,1247631,1248625,+
TCONS_00004193,Pf3D7_13_v3,1248781,1249948,+
TCONS_00004194,Pf3D7_13_v3,1250070,1250395,+
TCONS_00004196,Pf3D7_13_v3,1278554,1279321,+
TCONS_00004197,Pf3D7_13_v3,1282473,1283475,+
TCONS_00004199,Pf3D7_13_v3,1284184,1284637,+
TCONS_00004201,Pf3D7_13_v3,1331582,1332084,+
TCONS_00004203,Pf3D7_13_v3,1396004,1397022,+
TCONS_00004204,Pf3D7_13_v3,1403514,1404466,+
TCONS_00004208,Pf3D7_13_v3,1427806,1428262,+
TCONS_00004220,Pf3D7_13_v3,1523175,1524262,+
TCONS_00004221,Pf3D7_13_v3,1524456,1524938,+
TCONS_00004222,Pf3D7_13_v3,1532096,1533281,+
TCONS_00004228,Pf3D7_13_v3,1577546,1580579,+
TCONS_00004232,Pf3D7_13_v3,1633040,1633418,+
TCONS_00004234,Pf3D7_13_v3,1694606,1695493,+
TCONS_00004236,Pf3D7_13_v3,1701533,1703359,+
TCONS_00004237,Pf3D7_13_v3,1703465,1703941,+
TCONS_00004238,Pf3D7_13_v3,1712132,1712764,+
TCONS_00004240,Pf3D7_13_v3,1728821,1729183,+
TCONS_00004241,Pf3D7_13_v3,1754200,1755682,+
TCONS_00004242,Pf3D7_13_v3,1783557,1785147,+
TCONS_00004243,Pf3D7_13_v3,1795247,1795620,+
TCONS_00004260,Pf3D7_13_v3,1948127,1949632,+
TCONS_00004261,Pf3D7_13_v3,1975160,1976565,+
TCONS_00004266,Pf3D7_13_v3,2029865,2031433,+
TCONS_00004270,Pf3D7_13_v3,2053972,2054492,+
TCONS_00004276,Pf3D7_13_v3,2099781,2101000,+
TCONS_00004278,Pf3D7_13_v3,2122517,2124169,+
TCONS_00004279,Pf3D7_13_v3,2126728,2128251,+
TCONS_00004282,Pf3D7_13_v3,2148426,2148952,+
TCONS_00004288,Pf3D7_13_v3,2172156,2173415,+
TCONS_00004291,Pf3D7_13_v3,2211574,2212184,+
TCONS_00004298,Pf3D7_13_v3,2328364,2329541,+
TCONS_00004301,Pf3D7_13_v3,2357705,2359009,+
TCONS_00004302,Pf3D7_13_v3,2362755,2363166,+
TCONS_00004303,Pf3D7_13_v3,2365392,2366208,+
TCONS_00004304,Pf3D7_13_v3,2367216,2369225,+
TCONS_00004305,Pf3D7_13_v3,2370102,2371016,+
TCONS_00004306,Pf3D7_13_v3,2378930,2380627,+
TCONS_00004310,Pf3D7_13_v3,2432680,2433761,+
TCONS_00004311,Pf3D7_13_v3,2447848,2449272,+
TCONS_00004312,Pf3D7_13_v3,2449685,2450248,+
TCONS_00004313,Pf3D7_13_v3,2454027,2454477,+
TCONS_00004314,Pf3D7_13_v3,2472621,2473227,+
TCONS_00004319,Pf3D7_13_v3,2517970,2518262,+
TCONS_00004325,Pf3D7_13_v3,2627944,2629031,+
TCONS_00004326,Pf3D7_13_v3,2629493,2629740,+
TCONS_00004328,Pf3D7_13_v3,2653722,2654176,+
TCONS_00004329,Pf3D7_13_v3,2654385,2655008,+
TCONS_00004334,Pf3D7_13_v3,2780888,2781271,+
TCONS_00004338,Pf3D7_13_v3,2784653,2785218,+
TCONS_00004339,Pf3D7_13_v3,2786202,2786633,+
TCONS_00004341,Pf3D7_13_v3,2790673,2792654,+
TCONS_00004345,Pf3D7_13_v3,2809737,2810507,+
TCONS_00004346,Pf3D7_13_v3,2828366,2828865,+
TCONS_00004349,Pf3D7_13_v3,2843170,2845390,+
TCONS_00004350,Pf3D7_13_v3,2879573,2880112,+
TCONS_00004351,Pf3D7_13_v3,2893758,2894357,+
TCONS_00004353,Pf3D7_13_v3,2915395,2922395,+
TCONS_00004361,Pf3D7_13_v3,49238,49626,-
TCONS_00004371,Pf3D7_13_v3,94071,95227,-
TCONS_00004372,Pf3D7_13_v3,96553,97828,-
TCONS_00004375,Pf3D7_13_v3,114162,114953,-
TCONS_00004376,Pf3D7_13_v3,115437,116196,-
TCONS_00004379,Pf3D7_13_v3,127685,128402,-
TCONS_00004387,Pf3D7_13_v3,176431,177813,-
TCONS_00004395,Pf3D7_13_v3,229227,229918,-
TCONS_00004405,Pf3D7_13_v3,275803,276988,-
TCONS_00004407,Pf3D7_13_v3,282035,283042,-
TCONS_00004412,Pf3D7_13_v3,299916,300531,-
TCONS_00004422,Pf3D7_13_v3,338512,338958,-
TCONS_00004424,Pf3D7_13_v3,355422,356018,-
TCONS_00004426,Pf3D7_13_v3,369511,370726,-
TCONS_00004430,Pf3D7_13_v3,412803,413295,-
TCONS_00004431,Pf3D7_13_v3,413485,413971,-
TCONS_00004433,Pf3D7_13_v3,420357,420582,-
TCONS_00004434,Pf3D7_13_v3,420683,421510,-
TCONS_00004435,Pf3D7_13_v3,421819,422588,-
TCONS_00004436,Pf3D7_13_v3,437933,438388,-
TCONS_00004437,Pf3D7_13_v3,438617,439739,-
TCONS_00004444,Pf3D7_13_v3,478325,478626,-
TCONS_00004449,Pf3D7_13_v3,505790,506267,-
TCONS_00004454,Pf3D7_13_v3,534826,535428,-
TCONS_00004456,Pf3D7_13_v3,545319,545870,-
TCONS_00004460,Pf3D7_13_v3,585940,586254,-
TCONS_00004465,Pf3D7_13_v3,599980,600395,-
TCONS_00004480,Pf3D7_13_v3,671758,672145,-
TCONS_00004481,Pf3D7_13_v3,688972,690465,-
TCONS_00004485,Pf3D7_13_v3,717448,718759,-
TCONS_00004491,Pf3D7_13_v3,750719,752233,-
TCONS_00004493,Pf3D7_13_v3,770062,770383,-
TCONS_00004495,Pf3D7_13_v3,778071,778412,-
TCONS_00004496,Pf3D7_13_v3,778979,779718,-
TCONS_00004497,Pf3D7_13_v3,787423,787723,-
TCONS_00004500,Pf3D7_13_v3,827358,827888,-
TCONS_00004513,Pf3D7_13_v3,906414,907176,-
TCONS_00004517,Pf3D7_13_v3,919033,919674,-
TCONS_00004518,Pf3D7_13_v3,950270,950749,-
TCONS_00004522,Pf3D7_13_v3,980986,982104,-
TCONS_00004528,Pf3D7_13_v3,1019806,1020515,-
TCONS_00004540,Pf3D7_13_v3,1124514,1125143,-
TCONS_00004546,Pf3D7_13_v3,1171141,1171532,-
TCONS_00004558,Pf3D7_13_v3,1212889,1213903,-
TCONS_00004566,Pf3D7_13_v3,1247798,1249259,-
TCONS_00004567,Pf3D7_13_v3,1251040,1251427,-
TCONS_00004571,Pf3D7_13_v3,1283929,1284425,-
TCONS_00004590,Pf3D7_13_v3,1426197,1426872,-
TCONS_00004591,Pf3D7_13_v3,1427050,1427684,-
TCONS_00004592,Pf3D7_13_v3,1428217,1428482,-
TCONS_00004594,Pf3D7_13_v3,1438932,1439256,-
TCONS_00004597,Pf3D7_13_v3,1467874,1468177,-
TCONS_00004598,Pf3D7_13_v3,1468394,1469041,-
TCONS_00004602,Pf3D7_13_v3,1501743,1502211,-
TCONS_00004604,Pf3D7_13_v3,1520723,1521349,-
TCONS_00004606,Pf3D7_13_v3,1530784,1531990,-
TCONS_00004609,Pf3D7_13_v3,1546841,1547909,-
TCONS_00004613,Pf3D7_13_v3,1578482,1580184,-
TCONS_00004628,Pf3D7_13_v3,1650958,1651939,-
TCONS_00004631,Pf3D7_13_v3,1655501,1656544,-
TCONS_00004636,Pf3D7_13_v3,1671977,1672440,-
TCONS_00004639,Pf3D7_13_v3,1702912,1703665,-
TCONS_00004640,Pf3D7_13_v3,1712074,1712547,-
TCONS_00004642,Pf3D7_13_v3,1713292,1714186,-
TCONS_00004645,Pf3D7_13_v3,1728540,1729903,-
TCONS_00004648,Pf3D7_13_v3,1754031,1755562,-
TCONS_00004649,Pf3D7_13_v3,1766775,1768449,-
TCONS_00004651,Pf3D7_13_v3,1782078,1783043,-
TCONS_00004652,Pf3D7_13_v3,1783973,1785212,-
TCONS_00004657,Pf3D7_13_v3,1798256,1799398,-
TCONS_00004666,Pf3D7_13_v3,1850779,1850984,-
TCONS_00004668,Pf3D7_13_v3,1888578,1889097,-
TCONS_00004675,Pf3D7_13_v3,1905603,1907278,-
TCONS_00004677,Pf3D7_13_v3,1947498,1949062,-
TCONS_00004689,Pf3D7_13_v3,2030002,2031411,-
TCONS_00004691,Pf3D7_13_v3,2053637,2054693,-
TCONS_00004692,Pf3D7_13_v3,2057013,2057884,-
TCONS_00004693,Pf3D7_13_v3,2057952,2058680,-
TCONS_00004705,Pf3D7_13_v3,2122663,2123510,-
TCONS_00004714,Pf3D7_13_v3,2173342,2173717,-
TCONS_00004722,Pf3D7_13_v3,2243246,2243646,-
TCONS_00004726,Pf3D7_13_v3,2274164,2275259,-
TCONS_00004731,Pf3D7_13_v3,2328636,2329576,-
TCONS_00004734,Pf3D7_13_v3,2357118,2357765,-
TCONS_00004736,Pf3D7_13_v3,2365442,2366383,-
TCONS_00004737,Pf3D7_13_v3,2378927,2380370,-
TCONS_00004738,Pf3D7_13_v3,2392622,2393055,-
TCONS_00004745,Pf3D7_13_v3,2433382,2434364,-
TCONS_00004754,Pf3D7_13_v3,2447800,2449273,-
TCONS_00004755,Pf3D7_13_v3,2454085,2454497,-
TCONS_00004756,Pf3D7_13_v3,2492797,2494706,-
TCONS_00004757,Pf3D7_13_v3,2517069,2517583,-
TCONS_00004761,Pf3D7_13_v3,2555019,2555402,-
TCONS_00004768,Pf3D7_13_v3,2629267,2629759,-
TCONS_00004773,Pf3D7_13_v3,2671419,2671800,-
TCONS_00004792,Pf3D7_13_v3,2779589,2780760,-
TCONS_00004794,Pf3D7_13_v3,2785268,2786353,-
TCONS_00004795,Pf3D7_13_v3,2791320,2791909,-
TCONS_00004799,Pf3D7_13_v3,2809771,2810257,-
TCONS_00004800,Pf3D7_13_v3,2828467,2828909,-
TCONS_00004805,Pf3D7_13_v3,2892970,2894357,-
TCONS_00004808,Pf3D7_14_v3,6914,8729,+
TCONS_00004809,Pf3D7_14_v3,10998,12305,+
TCONS_00004810,Pf3D7_14_v3,13925,14901,+
TCONS_00004812,Pf3D7_14_v3,44238,44746,+
TCONS_00004815,Pf3D7_14_v3,59239,59620,+
TCONS_00004816,Pf3D7_14_v3,59780,60203,+
TCONS_00004817,Pf3D7_14_v3,60546,61149,+
TCONS_00004818,Pf3D7_14_v3,64338,66174,+
TCONS_00004819,Pf3D7_14_v3,66333,67421,+
TCONS_00004820,Pf3D7_14_v3,69884,70865,+
TCONS_00004823,Pf3D7_14_v3,99627,100274,+
TCONS_00004824,Pf3D7_14_v3,109348,109713,+
TCONS_00004829,Pf3D7_14_v3,238695,239596,+
TCONS_00004833,Pf3D7_14_v3,292365,293014,+
TCONS_00004838,Pf3D7_14_v3,368319,369344,+
TCONS_00004839,Pf3D7_14_v3,385286,386103,+
TCONS_00004840,Pf3D7_14_v3,386370,386724,+
TCONS_00004841,Pf3D7_14_v3,395188,395808,+
TCONS_00004843,Pf3D7_14_v3,418264,419782,+
TCONS_00004844,Pf3D7_14_v3,424919,425894,+
TCONS_00004848,Pf3D7_14_v3,447836,449857,+
TCONS_00004850,Pf3D7_14_v3,457043,457671,+
TCONS_00004852,Pf3D7_14_v3,479735,479963,+
TCONS_00004853,Pf3D7_14_v3,519670,520109,+
TCONS_00004856,Pf3D7_14_v3,562901,563196,+
TCONS_00004857,Pf3D7_14_v3,566552,568119,+
TCONS_00004865,Pf3D7_14_v3,588839,589843,+
TCONS_00004867,Pf3D7_14_v3,613672,614595,+
TCONS_00004868,Pf3D7_14_v3,637937,639393,+
TCONS_00004869,Pf3D7_14_v3,680111,680911,+
TCONS_00004870,Pf3D7_14_v3,687365,688316,+
TCONS_00004871,Pf3D7_14_v3,691525,692637,+
TCONS_00004872,Pf3D7_14_v3,692869,693906,+
TCONS_00004874,Pf3D7_14_v3,747980,749754,+
TCONS_00004876,Pf3D7_14_v3,762386,764620,+
TCONS_00004879,Pf3D7_14_v3,792106,793287,+
TCONS_00004882,Pf3D7_14_v3,845152,846108,+
TCONS_00004883,Pf3D7_14_v3,856503,859138,+
TCONS_00004884,Pf3D7_14_v3,867425,869493,+
TCONS_00004885,Pf3D7_14_v3,869727,870235,+
TCONS_00004889,Pf3D7_14_v3,920905,921958,+
TCONS_00004891,Pf3D7_14_v3,954117,955002,+
TCONS_00004892,Pf3D7_14_v3,965272,965902,+
TCONS_00004893,Pf3D7_14_v3,966139,966758,+
TCONS_00004896,Pf3D7_14_v3,1004345,1006205,+
TCONS_00004898,Pf3D7_14_v3,1060234,1060838,+
TCONS_00004900,Pf3D7_14_v3,1076358,1077116,+
TCONS_00004901,Pf3D7_14_v3,1089971,1091729,+
TCONS_00004904,Pf3D7_14_v3,1116612,1117598,+
TCONS_00004906,Pf3D7_14_v3,1131674,1132180,+
TCONS_00004909,Pf3D7_14_v3,1213628,1215017,+
TCONS_00004910,Pf3D7_14_v3,1229163,1230418,+
TCONS_00004911,Pf3D7_14_v3,1237891,1238698,+
TCONS_00004914,Pf3D7_14_v3,1291850,1292253,+
TCONS_00004917,Pf3D7_14_v3,1331341,1331844,+
TCONS_00004918,Pf3D7_14_v3,1339183,1340112,+
TCONS_00004919,Pf3D7_14_v3,1370771,1371369,+
TCONS_00004921,Pf3D7_14_v3,1417312,1418014,+
TCONS_00004923,Pf3D7_14_v3,1456495,1457021,+
TCONS_00004924,Pf3D7_14_v3,1475742,1479267,+
TCONS_00004925,Pf3D7_14_v3,1494487,1495488,+
TCONS_00004927,Pf3D7_14_v3,1512263,1512959,+
TCONS_00004928,Pf3D7_14_v3,1513105,1513367,+
TCONS_00004931,Pf3D7_14_v3,1535739,1535990,+
TCONS_00004932,Pf3D7_14_v3,1540072,1540836,+
TCONS_00004936,Pf3D7_14_v3,1568472,1568912,+
TCONS_00004937,Pf3D7_14_v3,1604372,1606380,+
TCONS_00004938,Pf3D7_14_v3,1606719,1607587,+
TCONS_00004939,Pf3D7_14_v3,1607691,1608185,+
TCONS_00004943,Pf3D7_14_v3,1637277,1637779,+
TCONS_00004945,Pf3D7_14_v3,1663781,1664519,+
TCONS_00004948,Pf3D7_14_v3,1689889,1690731,+
TCONS_00004949,Pf3D7_14_v3,1699002,1699795,+
TCONS_00004952,Pf3D7_14_v3,1728792,1729708,+
TCONS_00004955,Pf3D7_14_v3,1796690,1797155,+
TCONS_00004962,Pf3D7_14_v3,1870171,1871089,+
TCONS_00004965,Pf3D7_14_v3,1877908,1878310,+
TCONS_00004969,Pf3D7_14_v3,1896901,1897298,+
TCONS_00004971,Pf3D7_14_v3,1905474,1906157,+
TCONS_00004975,Pf3D7_14_v3,1953587,1953900,+
TCONS_00004976,Pf3D7_14_v3,2006001,2006538,+
TCONS_00004978,Pf3D7_14_v3,2025414,2026933,+
TCONS_00004979,Pf3D7_14_v3,2027222,2027852,+
TCONS_00004980,Pf3D7_14_v3,2027955,2028839,+
TCONS_00004981,Pf3D7_14_v3,2030146,2030902,+
TCONS_00004982,Pf3D7_14_v3,2033875,2034955,+
TCONS_00004983,Pf3D7_14_v3,2042101,2042612,+
TCONS_00004985,Pf3D7_14_v3,2075411,2077326,+
TCONS_00004986,Pf3D7_14_v3,2088149,2088941,+
TCONS_00004987,Pf3D7_14_v3,2100127,2100434,+
TCONS_00004988,Pf3D7_14_v3,2100581,2102819,+
TCONS_00004989,Pf3D7_14_v3,2103042,2104436,+
TCONS_00004995,Pf3D7_14_v3,2132372,2133727,+
TCONS_00004996,Pf3D7_14_v3,2146761,2147827,+
TCONS_00005005,Pf3D7_14_v3,2277627,2278011,+
TCONS_00005006,Pf3D7_14_v3,2278114,2278404,+
TCONS_00005008,Pf3D7_14_v3,2293177,2294157,+
TCONS_00005012,Pf3D7_14_v3,2332992,2333958,+
TCONS_00005013,Pf3D7_14_v3,2344982,2345260,+
TCONS_00005014,Pf3D7_14_v3,2349342,2350335,+
TCONS_00005016,Pf3D7_14_v3,2374326,2374897,+
TCONS_00005024,Pf3D7_14_v3,2458120,2458762,+
TCONS_00005025,Pf3D7_14_v3,2463885,2464733,+
TCONS_00005032,Pf3D7_14_v3,2555484,2556275,+
TCONS_00005034,Pf3D7_14_v3,2563788,2564692,+
TCONS_00005035,Pf3D7_14_v3,2567237,2569764,+
TCONS_00005038,Pf3D7_14_v3,2591172,2591900,+
TCONS_00005041,Pf3D7_14_v3,2648868,2649541,+
TCONS_00005043,Pf3D7_14_v3,2694027,2694513,+
TCONS_00005044,Pf3D7_14_v3,2707423,2709005,+
TCONS_00005048,Pf3D7_14_v3,2713593,2714230,+
TCONS_00005049,Pf3D7_14_v3,2718912,2720626,+
TCONS_00005050,Pf3D7_14_v3,2720900,2723392,+
TCONS_00005054,Pf3D7_14_v3,2768337,2769242,+
TCONS_00005055,Pf3D7_14_v3,2769804,2770512,+
TCONS_00005056,Pf3D7_14_v3,2798286,2799535,+
TCONS_00005058,Pf3D7_14_v3,2808845,2809407,+
TCONS_00005059,Pf3D7_14_v3,2842898,2843597,+
TCONS_00005062,Pf3D7_14_v3,2896741,2897142,+
TCONS_00005064,Pf3D7_14_v3,2908007,2909817,+
TCONS_00005068,Pf3D7_14_v3,2965383,2966441,+
TCONS_00005069,Pf3D7_14_v3,2975208,2975860,+
TCONS_00005070,Pf3D7_14_v3,2979648,2980367,+
TCONS_00005071,Pf3D7_14_v3,2980547,2980887,+
TCONS_00005072,Pf3D7_14_v3,2996162,2997027,+
TCONS_00005073,Pf3D7_14_v3,2997429,2998382,+
TCONS_00005074,Pf3D7_14_v3,3005020,3005801,+
TCONS_00005075,Pf3D7_14_v3,3006485,3007015,+
TCONS_00005076,Pf3D7_14_v3,3010914,3011352,+
TCONS_00005084,Pf3D7_14_v3,3069507,3070108,+
TCONS_00005085,Pf3D7_14_v3,3070269,3071568,+
TCONS_00005086,Pf3D7_14_v3,3073963,3074389,+
TCONS_00005087,Pf3D7_14_v3,3074495,3075377,+
TCONS_00005088,Pf3D7_14_v3,3119261,3119861,+
TCONS_00005092,Pf3D7_14_v3,3132264,3133544,+
TCONS_00005095,Pf3D7_14_v3,3144851,3145237,+
TCONS_00005096,Pf3D7_14_v3,3150008,3151489,+
TCONS_00005097,Pf3D7_14_v3,3158268,3159162,+
TCONS_00005099,Pf3D7_14_v3,3164338,3164925,+
TCONS_00005105,Pf3D7_14_v3,3185378,3186952,+
TCONS_00005106,Pf3D7_14_v3,3191711,3192684,+
TCONS_00005107,Pf3D7_14_v3,3205010,3205403,+
TCONS_00005110,Pf3D7_14_v3,3215998,3217534,+
TCONS_00005120,Pf3D7_14_v3,3251518,3252350,+
TCONS_00005127,Pf3D7_14_v3,36827,37881,-
TCONS_00005129,Pf3D7_14_v3,44775,46315,-
TCONS_00005134,Pf3D7_14_v3,67585,68727,-
TCONS_00005140,Pf3D7_14_v3,99421,100375,-
TCONS_00005153,Pf3D7_14_v3,167014,167472,-
TCONS_00005157,Pf3D7_14_v3,209423,209957,-
TCONS_00005159,Pf3D7_14_v3,216279,217234,-
TCONS_00005162,Pf3D7_14_v3,249099,250080,-
TCONS_00005166,Pf3D7_14_v3,277765,278691,-
TCONS_00005167,Pf3D7_14_v3,281272,281795,-
TCONS_00005168,Pf3D7_14_v3,286278,286980,-
TCONS_00005169,Pf3D7_14_v3,306083,307602,-
TCONS_00005170,Pf3D7_14_v3,318447,319307,-
TCONS_00005171,Pf3D7_14_v3,321000,321715,-
TCONS_00005176,Pf3D7_14_v3,364700,365066,-
TCONS_00005177,Pf3D7_14_v3,385125,386294,-
TCONS_00005180,Pf3D7_14_v3,418605,419188,-
TCONS_00005181,Pf3D7_14_v3,431934,432437,-
TCONS_00005183,Pf3D7_14_v3,455331,456242,-
TCONS_00005188,Pf3D7_14_v3,526121,526844,-
TCONS_00005195,Pf3D7_14_v3,556808,557631,-
TCONS_00005196,Pf3D7_14_v3,558670,558948,-
TCONS_00005198,Pf3D7_14_v3,566821,567522,-
TCONS_00005199,Pf3D7_14_v3,568125,569689,-
TCONS_00005203,Pf3D7_14_v3,588218,589202,-
TCONS_00005205,Pf3D7_14_v3,597284,597698,-
TCONS_00005206,Pf3D7_14_v3,598476,599373,-
TCONS_00005217,Pf3D7_14_v3,666630,667137,-
TCONS_00005218,Pf3D7_14_v3,679218,679842,-
TCONS_00005221,Pf3D7_14_v3,691331,692052,-
TCONS_00005222,Pf3D7_14_v3,692736,693456,-
TCONS_00005225,Pf3D7_14_v3,747334,748791,-
TCONS_00005226,Pf3D7_14_v3,776507,778390,-
TCONS_00005227,Pf3D7_14_v3,779395,779785,-
TCONS_00005236,Pf3D7_14_v3,824851,825208,-
TCONS_00005242,Pf3D7_14_v3,844825,845448,-
TCONS_00005244,Pf3D7_14_v3,856856,858348,-
TCONS_00005255,Pf3D7_14_v3,921351,922019,-
TCONS_00005257,Pf3D7_14_v3,926910,927333,-
TCONS_00005261,Pf3D7_14_v3,964906,965818,-
TCONS_00005262,Pf3D7_14_v3,966535,966833,-
TCONS_00005268,Pf3D7_14_v3,1004347,1005868,-
TCONS_00005289,Pf3D7_14_v3,1183567,1184348,-
TCONS_00005291,Pf3D7_14_v3,1200192,1200561,-
TCONS_00005292,Pf3D7_14_v3,1213266,1214049,-
TCONS_00005294,Pf3D7_14_v3,1229155,1230488,-
TCONS_00005299,Pf3D7_14_v3,1241908,1242641,-
TCONS_00005301,Pf3D7_14_v3,1259202,1260125,-
TCONS_00005316,Pf3D7_14_v3,1337944,1338848,-
TCONS_00005320,Pf3D7_14_v3,1374703,1375231,-
TCONS_00005322,Pf3D7_14_v3,1407857,1408521,-
TCONS_00005333,Pf3D7_14_v3,1475639,1476907,-
TCONS_00005345,Pf3D7_14_v3,1540209,1540906,-
TCONS_00005351,Pf3D7_14_v3,1560320,1561016,-
TCONS_00005352,Pf3D7_14_v3,1568132,1569642,-
TCONS_00005354,Pf3D7_14_v3,1603581,1604357,-
TCONS_00005355,Pf3D7_14_v3,1604540,1604998,-
TCONS_00005362,Pf3D7_14_v3,1665879,1668013,-
TCONS_00005365,Pf3D7_14_v3,1689669,1690566,-
TCONS_00005371,Pf3D7_14_v3,1714823,1716230,-
TCONS_00005373,Pf3D7_14_v3,1728825,1729543,-
TCONS_00005402,Pf3D7_14_v3,1927221,1927480,-
TCONS_00005403,Pf3D7_14_v3,1927834,1928617,-
TCONS_00005424,Pf3D7_14_v3,2005975,2007671,-
TCONS_00005425,Pf3D7_14_v3,2015800,2016388,-
TCONS_00005429,Pf3D7_14_v3,2033921,2034349,-
TCONS_00005432,Pf3D7_14_v3,2045457,2046732,-
TCONS_00005433,Pf3D7_14_v3,2050087,2050789,-
TCONS_00005437,Pf3D7_14_v3,2074309,2075009,-
TCONS_00005439,Pf3D7_14_v3,2088502,2088944,-
TCONS_00005440,Pf3D7_14_v3,2089390,2089797,-
TCONS_00005442,Pf3D7_14_v3,2103451,2104456,-
TCONS_00005446,Pf3D7_14_v3,2121790,2122672,-
TCONS_00005448,Pf3D7_14_v3,2132279,2133288,-
TCONS_00005450,Pf3D7_14_v3,2187051,2187575,-
TCONS_00005461,Pf3D7_14_v3,2264868,2266154,-
TCONS_00005464,Pf3D7_14_v3,2282740,2284465,-
TCONS_00005474,Pf3D7_14_v3,2374186,2374905,-
