seqnames,start,end,width,strand,score,dominant_ctss.seqnames,dominant_ctss.pos,dominant_ctss.strand,dominant_ctss.score,nr_ctss,annotation,genes,q_0.1,q_0.9,interquantile_width
Pf3D7_09_v3,592878,592879,2,-,37.3834028857246,Pf3D7_09_v3,592878,-,28.7713092705596,2,unknown,,1,2,2
Pf3D7_09_v3,700476,700523,48,-,244.721685115028,Pf3D7_09_v3,700521,-,74.2506843802067,20,unknown,,34,47,14
Pf3D7_09_v3,738000,738059,60,-,176.167559885098,Pf3D7_09_v3,738002,-,69.2153724510989,11,unknown,,2,48,47
Pf3D7_09_v3,739255,739334,80,-,47.4488833376676,Pf3D7_09_v3,739284,-,17.8335569672898,6,unknown,,1,78,78
Pf3D7_09_v3,752865,752937,73,-,170.474274901629,Pf3D7_09_v3,752881,-,57.8015130530677,10,unknown,,13,33,21
Pf3D7_09_v3,761459,761462,4,-,416.326759709818,Pf3D7_09_v3,761461,-,155.147038460155,4,unknown,,1,4,4
Pf3D7_09_v3,761999,762018,20,-,61.5893790697471,Pf3D7_09_v3,762016,-,24.7462752365914,7,unknown,,4,20,17
Pf3D7_09_v3,785970,785973,4,-,64.2572166110362,Pf3D7_09_v3,785971,-,27.7854188787321,4,unknown,,1,3,3
Pf3D7_09_v3,840648,840653,6,-,131.155881054751,Pf3D7_09_v3,840650,-,53.963045597184,5,unknown,,3,5,3
Pf3D7_09_v3,913015,913055,41,-,86.4715347226526,Pf3D7_09_v3,913055,-,50.4962029465653,5,unknown,,2,41,40
Pf3D7_09_v3,1031123,1031192,70,-,162.089190874993,Pf3D7_09_v3,1031129,-,24.7336568323637,15,unknown,,3,69,67
Pf3D7_09_v3,1040772,1040782,11,-,79.9666295695024,Pf3D7_09_v3,1040781,-,18.172175347431,7,unknown,,1,11,11
Pf3D7_09_v3,1174593,1174711,119,-,128.476242459308,Pf3D7_09_v3,1174677,-,22.4782978976385,16,unknown,,3,86,84
Pf3D7_09_v3,1200064,1200082,19,-,108.585810193655,Pf3D7_09_v3,1200082,-,24.1025343294651,9,unknown,,1,19,19
Pf3D7_09_v3,1201575,1201692,118,-,152.172593640665,Pf3D7_09_v3,1201692,-,29.7464239912108,11,unknown,,47,118,72
Pf3D7_09_v3,1202676,1202745,70,-,113.683685805818,Pf3D7_09_v3,1202742,-,34.508022272272,11,unknown,,3,67,65
Pf3D7_09_v3,1202848,1202849,2,-,19.5778624940828,Pf3D7_09_v3,1202848,-,12.7907474647584,2,unknown,,1,2,2
Pf3D7_09_v3,1203418,1203421,4,-,19.2917370692923,Pf3D7_09_v3,1203418,-,11.6452543028976,3,unknown,,1,4,4
Pf3D7_09_v3,1203593,1203594,2,-,26.5080622588697,Pf3D7_09_v3,1203593,-,16.807499156039,2,unknown,,1,2,2
Pf3D7_09_v3,1204032,1204195,164,-,93.3842457757515,Pf3D7_09_v3,1204082,-,21.4791474962335,14,unknown,,2,159,158
Pf3D7_09_v3,1204491,1204522,32,-,25.1741338938613,Pf3D7_09_v3,1204521,-,11.8015160679899,4,unknown,,2,32,31
Pf3D7_09_v3,1254085,1254343,259,-,253.950313917971,Pf3D7_09_v3,1254088,-,40.6433595469855,21,unknown,,2,258,257
Pf3D7_09_v3,1286637,1286641,5,-,243.154108589227,Pf3D7_09_v3,1286638,-,128.02176938012,5,unknown,,1,4,4
Pf3D7_09_v3,1286921,1287032,112,-,83.6685039407835,Pf3D7_09_v3,1287031,-,18.9793214829624,11,unknown,,1,112,112
Pf3D7_09_v3,1288425,1288429,5,-,71.3642119215604,Pf3D7_09_v3,1288428,-,23.8273988782679,5,unknown,,1,5,5
Pf3D7_09_v3,1298173,1298190,18,-,62.1758068602331,Pf3D7_09_v3,1298183,-,29.3349544895926,5,unknown,PF3D7_0932600,1,18,18
Pf3D7_09_v3,1361976,1362063,88,-,62.4965218357269,Pf3D7_09_v3,1361976,-,14.8194254449688,9,unknown,,1,87,87
Pf3D7_09_v3,1405685,1405687,3,-,62.0225359010603,Pf3D7_09_v3,1405686,-,30.169721643695,3,unknown,,1,3,3
Pf3D7_09_v3,1413389,1413420,32,-,132.846828866362,Pf3D7_09_v3,1413419,-,79.440396234257,7,unknown,,29,32,4
Pf3D7_09_v3,1423870,1423884,15,-,82.7903961966464,Pf3D7_09_v3,1423874,-,19.1939623667429,10,unknown,,2,14,13
Pf3D7_09_v3,1429686,1429689,4,-,103.248855172746,Pf3D7_09_v3,1429687,-,49.0447834507457,4,unknown,,1,4,4
Pf3D7_09_v3,1459558,1459567,10,-,32.5685476658018,Pf3D7_09_v3,1459561,-,13.5348300769195,6,unknown,,3,9,7
Pf3D7_12_v3,5214,5236,23,+,29.0047138637918,Pf3D7_12_v3,5215,+,15.5062070772029,3,unknown,,1,2,2
Pf3D7_12_v3,61546,61585,40,+,133.170707175975,Pf3D7_12_v3,61579,+,27.3118426278551,9,unknown,,2,39,38
Pf3D7_12_v3,62630,62634,5,+,120.213926513191,Pf3D7_12_v3,62631,+,88.9223776440844,5,unknown,,2,4,3
Pf3D7_12_v3,108368,108393,26,+,138.37362818012,Pf3D7_12_v3,108391,+,41.6358518325156,8,unknown,,2,25,24
Pf3D7_12_v3,117948,117991,44,+,54.2136012118004,Pf3D7_12_v3,117990,+,20.3452772139284,5,unknown,,41,44,4
Pf3D7_12_v3,162473,162620,148,+,234.416962371496,Pf3D7_12_v3,162513,+,46.7722018828809,20,unknown,,13,139,127
Pf3D7_12_v3,188832,188859,28,+,91.441402338493,Pf3D7_12_v3,188835,+,31.6463871959397,8,unknown,,1,27,27
Pf3D7_12_v3,422037,422038,2,+,36.6605693728681,Pf3D7_12_v3,422037,+,27.0912495966631,2,unknown,,1,2,2
Pf3D7_12_v3,556751,556757,7,+,112.895894007256,Pf3D7_12_v3,556756,+,36.6673502562125,7,unknown,,2,6,5
Pf3D7_12_v3,576440,576460,21,+,16247.9579068059,Pf3D7_12_v3,576447,+,5947.5237084992,21,unknown,,2,9,8
Pf3D7_12_v3,595937,595940,4,+,37.3207022753058,Pf3D7_12_v3,595940,+,15.2992088657653,4,unknown,,2,4,3
Pf3D7_12_v3,599208,599210,3,+,63.768327712194,Pf3D7_12_v3,599210,+,32.0513022928396,3,unknown,,1,3,3
Pf3D7_12_v3,599311,599416,106,+,289.361512036733,Pf3D7_12_v3,599315,+,87.6125494781703,12,unknown,,2,104,103
Pf3D7_12_v3,652238,652305,68,+,319.440499914206,Pf3D7_12_v3,652239,+,83.54521459338,15,unknown,,2,61,60
Pf3D7_12_v3,898099,898099,1,+,12.8515194258369,Pf3D7_12_v3,898099,+,12.8515194258369,1,unknown,PF3D7_1222400,1,1,1
Pf3D7_12_v3,929212,929254,43,+,135.78586978578,Pf3D7_12_v3,929214,+,36.3735231666007,10,unknown,,1,32,32
Pf3D7_12_v3,929524,929528,5,+,52.7838893817193,Pf3D7_12_v3,929525,+,20.0051115032133,5,unknown,,1,4,4
Pf3D7_12_v3,1071121,1071127,7,+,47.8553483067513,Pf3D7_12_v3,1071126,+,23.9830675590612,5,unknown,,4,7,4
Pf3D7_12_v3,1161016,1161018,3,+,18.9095741469027,Pf3D7_12_v3,1161016,+,15.9398877239346,2,unknown,,1,3,3
Pf3D7_12_v3,1163118,1163121,4,+,69.3085128215682,Pf3D7_12_v3,1163121,+,34.2466306656304,4,unknown,,2,4,3
Pf3D7_12_v3,1185652,1185692,41,+,85.7632290365565,Pf3D7_12_v3,1185682,+,28.1550313090055,6,unknown,,30,33,4
Pf3D7_12_v3,1202699,1202701,3,+,20.9728820805833,Pf3D7_12_v3,1202700,+,13.2374167846914,3,unknown,,1,3,3
Pf3D7_12_v3,1275581,1275596,16,+,67.2961011459802,Pf3D7_12_v3,1275582,+,33.4445761125424,5,unknown,,1,16,16
Pf3D7_12_v3,1445368,1445373,6,+,30.5019098956525,Pf3D7_12_v3,1445370,+,12.4097473302888,5,unknown,,1,4,4
Pf3D7_12_v3,1483521,1483543,23,+,223.075761285136,Pf3D7_12_v3,1483523,+,68.9781323928012,13,unknown,,2,15,14
Pf3D7_12_v3,1803470,1803633,164,+,1251.20320968564,Pf3D7_12_v3,1803554,+,46.3677540173901,79,unknown,,38,113,76
Pf3D7_12_v3,1825925,1825943,19,+,135.302096414673,Pf3D7_12_v3,1825926,+,30.1568431206169,10,unknown,,2,19,18
Pf3D7_12_v3,1826361,1826479,119,+,1535.27053490357,Pf3D7_12_v3,1826425,+,122.467902443326,80,unknown,PF3D7_1243600,30,91,62
Pf3D7_12_v3,1829297,1829358,62,+,303.197583380739,Pf3D7_12_v3,1829305,+,44.2397771199158,27,unknown,,3,49,47
Pf3D7_12_v3,1857848,1857852,5,+,864.200442405662,Pf3D7_12_v3,1857850,+,568.933097698733,5,unknown,PF3D7_1244300,2,3,2
Pf3D7_12_v3,1977380,1977387,8,+,98.7892128641596,Pf3D7_12_v3,1977381,+,36.2700650106603,6,unknown,,1,7,7
Pf3D7_12_v3,1984809,1984811,3,+,63.0631390711382,Pf3D7_12_v3,1984810,+,37.2938896870868,3,unknown,,1,3,3
Pf3D7_12_v3,1986444,1986512,69,+,286.776868526874,Pf3D7_12_v3,1986503,+,35.94971478912,16,unknown,,8,67,60
Pf3D7_12_v3,2129462,2129465,4,+,1185.68711545168,Pf3D7_12_v3,2129463,+,552.445948509508,4,unknown,,1,3,3
Pf3D7_12_v3,2158082,2158104,23,+,41.079196640302,Pf3D7_12_v3,2158082,+,20.6888691121,3,unknown,,1,23,23
Pf3D7_12_v3,62759,62767,9,-,117.797183779884,Pf3D7_12_v3,62762,-,22.212388517691,9,unknown,PF3D7_1200700,2,8,7
Pf3D7_12_v3,108572,108591,20,-,137.287712390018,Pf3D7_12_v3,108588,-,27.1383198261676,12,unknown,,1,18,18
Pf3D7_12_v3,576578,576581,4,-,14354.361224883,Pf3D7_12_v3,576579,-,7265.69891108081,4,unknown,PF3D7_1213100,1,3,3
Pf3D7_12_v3,599318,599507,190,-,270.673367639653,Pf3D7_12_v3,599464,-,30.4257042652892,30,unknown,,22,174,153
Pf3D7_12_v3,652367,652439,73,-,343.763536327131,Pf3D7_12_v3,652418,-,41.0075927534541,25,unknown,,5,66,62
Pf3D7_12_v3,668999,669004,6,-,55.6742550761945,Pf3D7_12_v3,669003,-,16.7848998092976,5,unknown,,1,5,5
Pf3D7_12_v3,749049,749052,4,-,245.66645235448,Pf3D7_12_v3,749050,-,103.311554241355,4,unknown,,1,3,3
Pf3D7_12_v3,918093,918098,6,-,53.9442174404249,Pf3D7_12_v3,918094,-,17.2597049584674,6,unknown,,2,6,5
Pf3D7_12_v3,989614,989622,9,-,51.9282007894242,Pf3D7_12_v3,989622,-,14.8062783523237,6,unknown,,2,9,8
Pf3D7_12_v3,993970,993974,5,-,55.8525327864576,Pf3D7_12_v3,993971,-,17.1466111946116,5,unknown,,2,5,4
Pf3D7_12_v3,1163218,1163225,8,-,71.8977598478889,Pf3D7_12_v3,1163224,-,29.7220171086176,6,unknown,,4,8,5
Pf3D7_12_v3,1310376,1310379,4,-,58.2135720670007,Pf3D7_12_v3,1310376,-,33.436995279379,4,unknown,,1,2,2
Pf3D7_12_v3,1358537,1358538,2,-,44.4432831808997,Pf3D7_12_v3,1358538,-,26.1725801090605,2,unknown,,1,2,2
Pf3D7_12_v3,1483653,1483663,11,-,201.684655414428,Pf3D7_12_v3,1483660,-,80.7235757119101,8,unknown,,6,10,5
Pf3D7_12_v3,1486834,1486835,2,-,45.8675639789496,Pf3D7_12_v3,1486835,-,28.7733545788663,2,unknown,,1,2,2
Pf3D7_12_v3,1536713,1536713,1,-,18.9569842762357,Pf3D7_12_v3,1536713,-,18.9569842762357,1,unknown,,1,1,1
Pf3D7_12_v3,1594440,1594442,3,-,59.0426775332866,Pf3D7_12_v3,1594441,-,29.7883500654676,3,unknown,,1,3,3
Pf3D7_12_v3,1612260,1612260,1,-,23.238648250404,Pf3D7_12_v3,1612260,-,23.238648250404,1,unknown,,1,1,1
Pf3D7_12_v3,1803648,1803656,9,-,124.326376675123,Pf3D7_12_v3,1803649,-,35.4962525469896,7,unknown,,2,8,7
Pf3D7_12_v3,1804084,1804263,180,-,863.432080352205,Pf3D7_12_v3,1804105,-,143.249648794574,37,unknown,,5,105,101
Pf3D7_12_v3,1826045,1826049,5,-,101.247325077014,Pf3D7_12_v3,1826048,-,44.4532386129408,5,unknown,,2,5,4
Pf3D7_12_v3,1826460,1826505,46,-,241.157209273374,Pf3D7_12_v3,1826465,-,33.6345142527742,15,unknown,,2,45,44
Pf3D7_12_v3,1826757,1826847,91,-,1097.56017862118,Pf3D7_12_v3,1826805,-,174.125263152108,30,unknown,,2,89,88
Pf3D7_12_v3,1829451,1829456,6,-,346.868441058648,Pf3D7_12_v3,1829453,-,207.099209548021,6,unknown,,3,4,2
Pf3D7_12_v3,1857940,1858035,96,-,1123.11919576606,Pf3D7_12_v3,1857945,-,306.852014668171,21,unknown,,3,9,7
Pf3D7_12_v3,1860028,1860031,4,-,56.4799481754834,Pf3D7_12_v3,1860031,-,28.2467195738421,4,unknown,,2,4,3
Pf3D7_12_v3,1920790,1921050,261,-,109.503650222273,Pf3D7_12_v3,1921050,-,14.2549553405709,20,unknown,,2,261,260
Pf3D7_12_v3,1925274,1925303,30,-,93.6545821535223,Pf3D7_12_v3,1925302,-,23.7066868506201,9,unknown,,2,30,29
Pf3D7_12_v3,1977565,1977569,5,-,126.986718735985,Pf3D7_12_v3,1977568,-,42.5962239817369,5,unknown,,2,5,4
Pf3D7_12_v3,1986635,1986642,8,-,272.836802369719,Pf3D7_12_v3,1986641,-,68.6545580212852,8,unknown,,1,7,7
Pf3D7_12_v3,2129599,2129670,72,-,2145.12923066164,Pf3D7_12_v3,2129605,-,221.875944849244,46,unknown,,3,68,66
Pf3D7_06_v3,268690,268692,3,+,56.535049496396,Pf3D7_06_v3,268692,+,28.824041973674,3,unknown,,1,3,3
Pf3D7_06_v3,352724,352771,48,+,123.093079947785,Pf3D7_06_v3,352768,+,25.5114776609511,9,unknown,,2,48,47
Pf3D7_06_v3,444542,444747,206,+,3582.69249572853,Pf3D7_06_v3,444561,+,261.021666534564,110,unknown,PF3D7_0610400,11,88,78
Pf3D7_06_v3,444938,445008,71,+,165.782099143057,Pf3D7_06_v3,445008,+,22.8061055421812,18,unknown,PF3D7_0610400,3,71,69
Pf3D7_06_v3,488599,488608,10,+,99.4498675872848,Pf3D7_06_v3,488607,+,27.129949618162,8,unknown,,1,9,9
Pf3D7_06_v3,488922,488980,59,+,428.947446711917,Pf3D7_06_v3,488932,+,62.4426787168369,19,unknown,,2,58,57
Pf3D7_06_v3,489284,489285,2,+,49.9062511217359,Pf3D7_06_v3,489284,+,35.8306505890188,2,unknown,,1,2,2
Pf3D7_06_v3,529296,529301,6,+,53.1764624372191,Pf3D7_06_v3,529300,+,17.0416288071762,4,unknown,,1,6,6
Pf3D7_06_v3,545102,545139,38,+,45.8541962772223,Pf3D7_06_v3,545139,+,13.903359956644,9,unknown,,31,38,8
Pf3D7_06_v3,588874,588881,8,+,173.653958288161,Pf3D7_06_v3,588877,+,65.9703783382203,8,unknown,,3,7,5
Pf3D7_06_v3,694666,694714,49,+,77.1951285050548,Pf3D7_06_v3,694672,+,18.4721432616336,11,unknown,,2,31,30
Pf3D7_06_v3,748363,748436,74,+,174.226756373332,Pf3D7_06_v3,748430,+,40.9305501988082,14,unknown,,20,73,54
Pf3D7_06_v3,748595,748807,213,+,5099.53010954203,Pf3D7_06_v3,748807,+,594.626320258895,109,unknown,,59,213,155
Pf3D7_06_v3,754142,754280,139,+,1181.28436648095,Pf3D7_06_v3,754261,+,160.027282098534,68,unknown,,63,127,65
Pf3D7_06_v3,768430,768506,77,+,5208.91214811183,Pf3D7_06_v3,768485,+,379.84038450667,76,unknown,,6,61,56
Pf3D7_06_v3,870093,870094,2,+,53.7663004934949,Pf3D7_06_v3,870094,+,38.7363400649706,2,unknown,,1,2,2
Pf3D7_06_v3,870268,870268,1,+,15.2828589882869,Pf3D7_06_v3,870268,+,15.2828589882869,1,unknown,,1,1,1
Pf3D7_06_v3,872342,872374,33,+,189.310269908349,Pf3D7_06_v3,872370,+,43.7846565690079,10,unknown,,2,31,30
Pf3D7_06_v3,967435,967531,97,+,98.0334250063713,Pf3D7_06_v3,967446,+,10.4562185030205,25,unknown,,7,67,61
Pf3D7_06_v3,1034128,1034131,4,+,31.0640268221756,Pf3D7_06_v3,1034129,+,14.5790267222529,4,unknown,,1,4,4
Pf3D7_06_v3,1059887,1059892,6,+,59.140276348533,Pf3D7_06_v3,1059890,+,24.9852800431136,5,unknown,,2,5,4
Pf3D7_06_v3,1078455,1078509,55,+,350.952550030222,Pf3D7_06_v3,1078501,+,47.1547616560681,19,unknown,,3,55,53
Pf3D7_06_v3,1173690,1173691,2,+,27.1313647278267,Pf3D7_06_v3,1173691,+,14.8080110587623,2,unknown,,1,2,2
Pf3D7_06_v3,289607,289670,64,-,107.854920838653,Pf3D7_06_v3,289665,-,16.9698024813105,16,unknown,,38,59,22
Pf3D7_06_v3,444640,444881,242,-,2732.59135578121,Pf3D7_06_v3,444752,-,447.69292078741,73,unknown,,16,187,172
Pf3D7_06_v3,444992,445135,144,-,198.578210787649,Pf3D7_06_v3,445133,-,53.6045372996602,14,unknown,,33,143,111
Pf3D7_06_v3,489349,489459,111,-,672.699430924498,Pf3D7_06_v3,489418,-,36.5386084368048,54,unknown,,12,106,95
Pf3D7_06_v3,656503,656557,55,-,57.3311328071607,Pf3D7_06_v3,656507,-,19.2930937249698,6,unknown,,3,55,53
Pf3D7_06_v3,694757,694853,97,-,101.050721681939,Pf3D7_06_v3,694851,-,27.3496588803003,7,unknown,,1,96,96
Pf3D7_06_v3,748780,749011,232,-,4752.56291787186,Pf3D7_06_v3,749004,-,132.898742050363,187,unknown,PF3D7_0617800,33,224,192
Pf3D7_06_v3,754053,754058,6,-,187.58521431714,Pf3D7_06_v3,754055,-,77.4065425437465,6,unknown,,2,5,4
Pf3D7_06_v3,754332,754527,196,-,1074.14453818352,Pf3D7_06_v3,754339,-,70.8720207790315,65,unknown,,8,140,133
Pf3D7_06_v3,768571,768627,57,-,78.48376974942,Pf3D7_06_v3,768625,-,23.7420503636496,9,unknown,,2,57,56
Pf3D7_06_v3,768799,768878,80,-,4341.67169032982,Pf3D7_06_v3,768829,-,567.200724714806,44,unknown,,3,48,46
Pf3D7_06_v3,872479,872546,68,-,319.607215517287,Pf3D7_06_v3,872479,-,22.2473760513004,40,unknown,,4,65,62
Pf3D7_06_v3,973822,973825,4,-,107.505301679958,Pf3D7_06_v3,973823,-,42.5038560736473,4,unknown,,1,4,4
Pf3D7_06_v3,1043577,1043579,3,-,71.0367363779293,Pf3D7_06_v3,1043578,-,42.6675504146551,3,unknown,,1,3,3
Pf3D7_06_v3,1078635,1078640,6,-,264.078493013802,Pf3D7_06_v3,1078639,-,144.001544822112,6,unknown,,3,5,3
Pf3D7_06_v3,1217719,1217721,3,-,48.0453827670151,Pf3D7_06_v3,1217719,-,21.0294415560586,3,unknown,,1,3,3
Pf3D7_06_v3,1248555,1248608,54,-,54.7200597177881,Pf3D7_06_v3,1248608,-,19.1628270759609,5,unknown,,1,54,54
Pf3D7_06_v3,1280434,1280443,10,-,53.0494679362239,Pf3D7_06_v3,1280434,-,16.1936857995851,5,unknown,,1,4,4
Pf3D7_14_v3,53232,53331,100,+,71.1537015341217,Pf3D7_14_v3,53233,+,30.0500298129634,6,unknown,,1,98,98
Pf3D7_14_v3,53483,53487,5,+,105.815071948388,Pf3D7_14_v3,53485,+,39.0309759486848,5,unknown,,1,4,4
Pf3D7_14_v3,53823,53829,7,+,114.339894856074,Pf3D7_14_v3,53824,+,34.9493928369435,7,unknown,,1,7,7
Pf3D7_14_v3,54793,54796,4,+,30.7667345537797,Pf3D7_14_v3,54794,+,10.2816583871619,4,unknown,,1,4,4
Pf3D7_14_v3,74708,74792,85,+,64.9412562398319,Pf3D7_14_v3,74763,+,19.0156054155657,10,unknown,,40,84,45
Pf3D7_14_v3,75180,75201,22,+,46.0535609690454,Pf3D7_14_v3,75201,+,14.6026647818877,4,unknown,,1,22,22
Pf3D7_14_v3,88338,88342,5,+,107.511719048724,Pf3D7_14_v3,88341,+,32.5761560194576,5,unknown,,2,5,4
Pf3D7_14_v3,88614,88618,5,+,83.3353887919828,Pf3D7_14_v3,88616,+,28.8376438675188,5,unknown,,1,4,4
Pf3D7_14_v3,167985,167989,5,+,104.41746947936,Pf3D7_14_v3,167987,+,60.916499480614,5,unknown,,2,4,3
Pf3D7_14_v3,199011,199015,5,+,33.0480921563161,Pf3D7_14_v3,199013,+,12.6451068797804,5,unknown,,1,5,5
Pf3D7_14_v3,204401,204433,33,+,62.6913735767004,Pf3D7_14_v3,204403,+,23.3341645510038,5,unknown,,1,33,33
Pf3D7_14_v3,322679,322826,148,+,696.776319406423,Pf3D7_14_v3,322742,+,40.1251958612578,67,unknown,,16,140,125
Pf3D7_14_v3,355380,355384,5,+,52.5788554408761,Pf3D7_14_v3,355381,+,30.5963682491886,4,unknown,,1,5,5
Pf3D7_14_v3,418685,418689,5,+,103.99762677893,Pf3D7_14_v3,418686,+,49.7592635004993,5,unknown,,1,4,4
Pf3D7_14_v3,570326,570420,95,+,379.63441546015,Pf3D7_14_v3,570348,+,46.7579476066093,33,unknown,,11,88,78
Pf3D7_14_v3,571229,571287,59,+,216.843743358603,Pf3D7_14_v3,571271,+,37.3819465060103,19,unknown,PF3D7_1414300,3,47,45
Pf3D7_14_v3,758450,758548,99,+,109.878089001497,Pf3D7_14_v3,758546,+,24.9287528767137,11,unknown,,35,98,64
Pf3D7_14_v3,782063,782231,169,+,473.192899296838,Pf3D7_14_v3,782144,+,38.8794744287395,38,unknown,,32,165,134
Pf3D7_14_v3,800536,800539,4,+,53.8496375201334,Pf3D7_14_v3,800537,+,20.4716774564271,4,unknown,,1,4,4
Pf3D7_14_v3,811827,811831,5,+,78.5623449955142,Pf3D7_14_v3,811828,+,29.684585638969,5,unknown,,1,4,4
Pf3D7_14_v3,842508,842559,52,+,36.3382907110013,Pf3D7_14_v3,842558,+,16.7763306686438,4,unknown,,50,52,3
Pf3D7_14_v3,876092,876148,57,+,1010.12074153669,Pf3D7_14_v3,876122,+,139.140041247324,26,unknown,,23,55,33
Pf3D7_14_v3,876385,876386,2,+,75.5404316902196,Pf3D7_14_v3,876385,+,65.4893735775558,2,unknown,,1,2,2
Pf3D7_14_v3,987739,987750,12,+,311.935208761116,Pf3D7_14_v3,987743,+,76.9416968064409,12,unknown,,2,10,9
Pf3D7_14_v3,1016588,1016613,26,+,696.931708353231,Pf3D7_14_v3,1016598,+,116.153333151094,20,unknown,,8,24,17
Pf3D7_14_v3,1016733,1016737,5,+,325.312840145741,Pf3D7_14_v3,1016734,+,188.639358632923,5,unknown,,2,4,3
Pf3D7_14_v3,1019845,1019846,2,+,28.4828290811489,Pf3D7_14_v3,1019845,+,22.290669398602,2,unknown,,1,2,2
Pf3D7_14_v3,1183218,1183220,3,+,35.5563038080893,Pf3D7_14_v3,1183219,+,22.971808216834,3,unknown,,1,3,3
Pf3D7_14_v3,1289391,1289426,36,+,119.172280012356,Pf3D7_14_v3,1289394,+,25.3587507051103,11,unknown,,2,35,34
Pf3D7_14_v3,1338476,1338494,19,+,82.6996659373652,Pf3D7_14_v3,1338481,+,27.7940696851391,8,unknown,,1,19,19
Pf3D7_14_v3,1369021,1369023,3,+,35.9980422856784,Pf3D7_14_v3,1369021,+,23.2311364413014,3,unknown,,1,2,2
Pf3D7_14_v3,1369749,1369792,44,+,163.575040539385,Pf3D7_14_v3,1369788,+,42.9123841339443,13,unknown,,2,43,42
Pf3D7_14_v3,1482595,1482618,24,+,59.9105212715959,Pf3D7_14_v3,1482613,+,10.9408407932227,13,unknown,PF3D7_1436300,4,23,20
Pf3D7_14_v3,1493753,1493801,49,+,33.5089591320645,Pf3D7_14_v3,1493771,+,12.3385998865686,5,unknown,,1,19,19
Pf3D7_14_v3,1605384,1605439,56,+,66.4941258460543,Pf3D7_14_v3,1605384,+,23.6948784193541,9,unknown,,1,53,53
Pf3D7_14_v3,1615980,1615987,8,+,60.4012375416901,Pf3D7_14_v3,1615985,+,17.631906395859,6,unknown,,2,7,6
Pf3D7_14_v3,1673444,1673813,370,+,530.000074770808,Pf3D7_14_v3,1673447,+,33.9842181578956,78,unknown,,5,301,297
Pf3D7_14_v3,1678258,1678260,3,+,42.483161021074,Pf3D7_14_v3,1678259,+,24.6181119331502,3,unknown,,1,3,3
Pf3D7_14_v3,1707492,1707505,14,+,59.981779356254,Pf3D7_14_v3,1707492,+,39.9880141038947,3,unknown,,1,2,2
Pf3D7_14_v3,1841281,1841361,81,+,163.356181485286,Pf3D7_14_v3,1841360,+,35.6337318217915,16,unknown,PF3D7_1444600,9,80,72
Pf3D7_14_v3,1845668,1845686,19,+,99.7490428222096,Pf3D7_14_v3,1845670,+,20.1117174416928,10,unknown,,2,8,7
Pf3D7_14_v3,1845810,1845931,122,+,307.894185674369,Pf3D7_14_v3,1845820,+,54.9128553808537,20,unknown,,9,115,107
Pf3D7_14_v3,1889401,1889405,5,+,428.23166788815,Pf3D7_14_v3,1889404,+,275.842885134155,5,unknown,,2,4,3
Pf3D7_14_v3,1894595,1894595,1,+,14.5767393300464,Pf3D7_14_v3,1894595,+,14.5767393300464,1,unknown,,1,1,1
Pf3D7_14_v3,1894799,1894876,78,+,88.9954757476174,Pf3D7_14_v3,1894803,+,19.0546666150635,9,unknown,,2,78,77
Pf3D7_14_v3,1929751,1929865,115,+,936.03499441257,Pf3D7_14_v3,1929799,+,69.4817199032063,71,unknown,,33,102,70
Pf3D7_14_v3,1958326,1958424,99,+,215.102775378305,Pf3D7_14_v3,1958423,+,85.8641625738614,15,unknown,,22,99,78
Pf3D7_14_v3,2001449,2001523,75,+,101.909879954254,Pf3D7_14_v3,2001521,+,15.9089087175403,12,unknown,,26,74,49
Pf3D7_14_v3,2014412,2014444,33,+,116.19458599974,Pf3D7_14_v3,2014412,+,29.5097929562791,10,unknown,,1,14,14
Pf3D7_14_v3,2277694,2277697,4,+,43.7080572581575,Pf3D7_14_v3,2277697,+,16.3746770206566,4,unknown,,2,4,3
Pf3D7_14_v3,2329888,2329889,2,+,41.9969550071138,Pf3D7_14_v3,2329889,+,23.9577657935229,2,unknown,,1,2,2
Pf3D7_14_v3,2343821,2343926,106,+,55.2412452997722,Pf3D7_14_v3,2343822,+,18.0049942235272,7,unknown,,1,105,105
Pf3D7_14_v3,2390250,2390270,21,+,121.94491726181,Pf3D7_14_v3,2390260,+,29.8782027344834,9,unknown,,10,21,12
Pf3D7_14_v3,2459570,2459580,11,+,113.908091731321,Pf3D7_14_v3,2459574,+,59.7081531126808,8,unknown,,2,6,5
Pf3D7_14_v3,2459929,2459959,31,+,190.899005194214,Pf3D7_14_v3,2459957,+,55.5184997132334,10,unknown,,8,31,24
Pf3D7_14_v3,2476115,2476141,27,+,352.011622874741,Pf3D7_14_v3,2476140,+,128.672042474267,7,unknown,,24,27,4
Pf3D7_14_v3,2476463,2476468,6,+,61.8516857958771,Pf3D7_14_v3,2476463,+,21.6517280736076,6,unknown,,1,5,5
Pf3D7_14_v3,2529208,2529212,5,+,118.287093448752,Pf3D7_14_v3,2529209,+,56.3901513384129,5,unknown,,1,5,5
Pf3D7_14_v3,2558900,2558990,91,+,2162.63665026039,Pf3D7_14_v3,2558972,+,150.714838460134,67,unknown,,19,74,56
Pf3D7_14_v3,2626740,2626742,3,+,47.6302692265882,Pf3D7_14_v3,2626741,+,26.3864296252714,3,unknown,,1,3,3
Pf3D7_14_v3,2626979,2627016,38,+,41.0454278019549,Pf3D7_14_v3,2626980,+,16.2086823242902,4,unknown,,1,3,3
